amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/0pts.nid00121'
 amplxe: Executing actions  0 %                                                  amplxe: Executing actions  0 % Finalizing results                               amplxe: Executing actions 50 % Finalizing results                               amplxe: Executing actions 50 % Generating a report                              amplxe: Executing actions 50 % Setting data model parameters                    amplxe: Executing actions 75 % Setting data model parameters                    amplxe: Executing actions 75 % Generating a report                              amplxe: Executing actions 100 % Generating a report                             amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
operator new	0.025000	-0.0	0.0	0.0	0.0	20.8	20.8	41.7	0.0	4800144	800024	0	0	0	0	1.000000	libstdc++.so.6.0.20	operator new(unsigned long)	[Unknown]	0x5e860
tpss_update_parent_probe_params	0.025000	-0.0	0.0	0.0	0.0	0.0	41.7	41.7	0.0	0	0	0	0	0	0	1.000000	libtpsstool.so	tpss_update_parent_probe_params	[Unknown]	0x5a8cb0
_raw_read_lock	0.024000		90.9	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	vmlinux	_raw_read_lock	[Unknown]	0xffffffff815058d0
check_previous_call_instruction	0.024000	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	1600048	4000120	0	0	0	0	1.000000	libtpsstool.so	check_previous_call_instruction	[Unknown]	0x61bbe0
llvm::DataExtractor::getULEB128	0.024000		0.0	0.0	0.0	0.0	0.0	64.5	0.0	17600528	8800264	0	0	0	0	0.0	libpin3dwarf.so	llvm::DataExtractor::getULEB128(unsigned int*) const	[Unknown]	0x4a0b0
memcg_check_events	0.024000	12.2	63.5	0.0	0.0	0.0	0.0	31.7	0.0	4800144	2400072	0	0	0	0	0.0	vmlinux	memcg_check_events	[Unknown]	0xffffffff811a8bf0
__kmp_get_global_thread_id_reg	0.023000	0.0	39.2	0.0	0.0	100.0	0.0	78.4	0.0	1600048	0	0	0	0	0	1.000000	libiomp5.so	__kmp_get_global_thread_id_reg	kmp_runtime.cpp	0x8f950
bl_deallocate_r2	0.023000		25.6	0.0	0.0	25.6	0.0	0.0	0.0	2400072	2400072	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bl_deallocate_r2	AMReX_mempool_f.f90	0x6c6d30
eos_cv	0.023000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	eos_cv	eos.F90	0x916390
func@0x5f36d0	0.023000		0.0	0.0	0.0	0.0	0.0	19.6	0.0	4000120	0	0	0	0	0	0.0	libtpsstool.so	func@0x5f36d0	[Unknown]	0x5f36d0
hrtimer_interrupt	0.023000	50.6	0.0	0.0	0.0	49.4	24.7	0.0	0.0	0	1600048	0	0	0	0	0.0	vmlinux	hrtimer_interrupt	[Unknown]	0xffffffff810b1b60
irq_enter	0.023000		29.0	0.0	0.0	87.0	0.0	29.0	0.0	800024	800024	0	0	0	0	1.000000	vmlinux	irq_enter	[Unknown]	0xffffffff8105d560
ATOMIC_CompareAndSwap32	0.022000	0.0	19.6	0.0	0.0	0.0	0.0	78.4	0.0	4000120	4800144	0	0	0	0	0.0	pinbin	ATOMIC_CompareAndSwap32	[Unknown]	0x42babc
actual_eos_bottom	0.022000	85.5	85.5	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x91777d
actual_eos_tp	0.022000	35.1	35.1	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_tp	gamma_law.F90	0x917590
clear_buddies	0.022000	0.0	0.0	0.0	0.0	0.0	0.0	25.6	0.0	16000480	0	0	0	0	0	1.000000	vmlinux	clear_buddies	[Unknown]	0xffffffff81085c30
mem_cgroup_commit_charge	0.022000		20.2	0.0	0.0	0.0	0.0	0.0	0.0	10400312	11200336	0	0	0	0	0.0	vmlinux	mem_cgroup_commit_charge	[Unknown]	0xffffffff811ac280
perf_pmu_disable	0.022000	53.7	37.0	0.0	0.0	18.5	18.5	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	perf_pmu_disable	[Unknown]	0xffffffff8113e240
restore	0.022000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28000840	0	0	0	0	0	1.000000	vmlinux	restore	[Unknown]	0xffffffff81002032
tick_program_event	0.022000	0.0	0.0	0.0	0.0	60.6	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	tick_program_event	[Unknown]	0xffffffff810bf3a0
LEVEL_BASE::SWMALLOC::Deallocate	0.021000	24.4	25.6	0.0	0.0	0.0	0.0	0.0	0.0	800024	3200096	0	0	0	0	1.000000	pinbin	LEVEL_BASE::SWMALLOC::Deallocate(void*)	[Unknown]	0x212710
_INTERNAL_22_______src_kmp_lock_cpp_7c9c5b95::__kmp_acquire_queuing_lock_timed_template<(bool)0>	0.021000		33.3	0.0	0.0	33.3	33.3	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	int _INTERNAL_22_______src_kmp_lock_cpp_7c9c5b95::__kmp_acquire_queuing_lock_timed_template<(bool)0>(kmp_queuing_lock*, int)	kmp_lock.cpp	0x8beee
llist_reverse_order	0.021000	0.0	100.0	0.0	0.0	100.0	70.2	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	llist_reverse_order	[Unknown]	0xffffffff812b6650
pc_enforce_consistent_e	0.021000	83.3	100.0	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_enforce_consistent_e	PeleC_util.F90	0x9539c0
strncmp	0.021000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	libc-dynamic.so	strncmp	[Unknown]	0x42530
iso_c_binding_mp_c_loc_private_	0.020000		35.1	0.0	0.0	70.2	35.1	64.9	0.0	800024	0	0	0	0	0	0.0	libifcore.so.5	iso_c_binding_mp_c_loc_private_	[Unknown]	0x105db0
operator delete	0.020000	0.0	0.0	27.8	0.0	0.0	0.0	27.8	0.0	0	0	0	0	0	0	0.0	libstdc++.so.6.0.20	operator delete(void*)	[Unknown]	0x5caa0
pagevec_lru_move_fn	0.020000	0.0	0.0	29.0	0.0	0.0	0.0	29.0	0.0	10400312	12800384	0	0	0	0	1.000000	vmlinux	pagevec_lru_move_fn	[Unknown]	0xffffffff81159460
[Import thunk MPID_nem_network_poll]	0.019000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26400792	0	0	0	0	0	1.000000	libmpich_intel.so.3.0.1	[Import thunk MPID_nem_network_poll]	[Unknown]	0x83a50
[Import thunk OS_SyscallReturnValue]	0.019000		24.7	0.0	0.0	0.0	0.0	24.7	0.0	1600048	0	0	0	0	0	1.000000	libc-dynamic.so	[Import thunk OS_SyscallReturnValue]	[Unknown]	0x11f40
strlen	0.019000	0.0	0.0	37.0	0.0	0.0	18.5	0.0	0.0	4000120	0	0	0	0	0	1.000000	libc-dynamic.so	strlen	[Unknown]	0x424d0
tpss_update_nested_probe_params	0.019000	-0.0	0.0	0.0	0.0	0.0	27.8	0.0	0.0	6400192	0	0	0	0	0	1.000000	libtpsstool.so	tpss_update_nested_probe_params	[Unknown]	0x5a8ca0
xpmem_pin_page	0.019000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_pin_page	xpmem_pfn.c	0x31af
actual_eos_top	0.018000	66.7	66.7	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x917590
follow_page_mask	0.018000	91.2	0.0	35.1	0.0	0.0	0.0	0.0	0.0	800024	1600048	0	0	0	0	0.0	vmlinux	follow_page_mask	[Unknown]	0xffffffff81174ad0
rcu_sched_qs	0.018000		35.1	0.0	0.0	0.0	35.1	0.0	0.0	6400192	0	0	0	0	0	1.000000	vmlinux	rcu_sched_qs	[Unknown]	0xffffffff810abcc0
std::_Rb_tree_increment	0.018000	-0.0	0.0	35.1	0.0	35.1	0.0	70.2	0.0	800024	0	0	0	0	0	0.0	libstdc++.so.6.0.20	std::_Rb_tree_increment(std::_Rb_tree_node_base*)	[Unknown]	0x798f0
__dec_zone_state	0.017000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11200336	10400312	0	0	0	0	1.000000	vmlinux	__dec_zone_state	[Unknown]	0xffffffff81169120
add_mm_counter_fast	0.017000	0.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	2400072	3200096	0	0	0	0	1.000000	vmlinux	add_mm_counter_fast	[Unknown]	0xffffffff811761c0
func@0x5ec8b0	0.017000	-0.0	0.0	0.0	0.0	0.0	0.0	31.7	0.0	0	33601008	0	0	0	0	0.0	libtpsstool.so	func@0x5ec8b0	[Unknown]	0x5ec8b0
func@0x616d10	0.017000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	3200096	0	0	0	0	0.0	libtpsstool.so	func@0x616d10	[Unknown]	0x616d10
func@0xc4c10	0.017000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	2400072	0	0	0	0	0.0	libtpsstool.so	func@0xc4c10	[Unknown]	0xc4c10
perf_mux_hrtimer_handler	0.017000	87.7	24.7	0.0	0.0	49.4	24.7	0.0	0.0	800024	800024	0	0	0	0	0.0	vmlinux	perf_mux_hrtimer_handler	[Unknown]	0xffffffff8113f820
policy_zonelist	0.017000		0.0	0.0	0.0	29.0	0.0	0.0	0.0	13600408	800024	0	0	0	0	1.000000	vmlinux	policy_zonelist	[Unknown]	0xffffffff81195b40
__acct_update_integrals	0.016000	77.8	44.4	0.0	0.0	88.9	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	__acct_update_integrals	[Unknown]	0xffffffff8110ca50
__libm_sse2_sincos	0.016000	41.7	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libimf.so	__libm_sse2_sincos	[Unknown]	0x989d0
func@0x797d0	0.016000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	800024	0	0	0	0	1.000000	libstdc++.so.6.0.20	func@0x797d0	[Unknown]	0x797d0
llvm::DWARFUnit::setDIERelations	0.016000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	800024	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFUnit::setDIERelations(void)	[Unknown]	0x3a7c0
rcu_irq_enter	0.016000	18.6	51.3	0.0	0.0	51.3	51.3	48.7	0.0	0	800024	0	0	0	0	0.0	vmlinux	rcu_irq_enter	[Unknown]	0xffffffff810abea0
restore_regs_and_iret	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	restore_regs_and_iret	[Unknown]	0xffffffff81506809
tpss_mutex_unlock	0.016000	0.0	0.0	0.0	0.0	0.0	55.6	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	tpss_mutex_unlock	[Unknown]	0x62e000
trace_hardirqs_off_caller	0.016000	0.0	0.0	25.6	0.0	0.0	0.0	25.6	0.0	3200096	0	0	0	0	0	1.000000	vmlinux	trace_hardirqs_off_caller	[Unknown]	0xffffffff81123fe0
[Import thunk _mm_free]	0.015000	0.0	0.0	0.0	0.0	0.0	44.4	0.0	0.0	7200216	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk _mm_free]	[Unknown]	0x1be08
__kmp_join_barrier	0.015000		58.3	0.0	41.7	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_join_barrier(int)	kmp_barrier.cpp	0x592b0
__kmpc_master	0.015000	-0.0	0.0	51.3	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmpc_master	kmp_csupport.cpp	0x5dbe0
func@0x409240	0.015000		0.0	0.0	0.0	0.0	0.0	33.3	0.0	124803744	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x409240	[Unknown]	0x409240
func@0x5f5bd0	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	17600528	0	0	0	0	0.0	libtpsstool.so	func@0x5f5bd0	[Unknown]	0x5f5bd0
mem_cgroup_update_lru_size	0.015000		0.0	0.0	0.0	30.3	30.3	0.0	0.0	7200216	0	0	0	0	0	1.000000	vmlinux	mem_cgroup_update_lru_size	[Unknown]	0xffffffff811aab60
note_gp_changes	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	note_gp_changes	[Unknown]	0xffffffff810aaa90
prepare_exit_to_usermode	0.015000		74.1	0.0	0.0	0.0	0.0	74.1	0.0	4800144	0	0	0	0	0	1.000000	vmlinux	prepare_exit_to_usermode	[Unknown]	0xffffffff810028a0
tick_sched_timer	0.015000		0.0	0.0	0.0	33.3	33.3	0.0	0.0	3200096	800024	0	0	0	0	0.0	vmlinux	tick_sched_timer	[Unknown]	0xffffffff810bfdf0
trace_hardirqs_on	0.015000		74.1	0.0	0.0	0.0	37.0	37.0	0.0	20800624	0	0	0	0	0	1.000000	vmlinux	trace_hardirqs_on	[Unknown]	0xffffffff811241c0
get_vma_policy	0.014000		0.0	0.0	0.0	31.7	0.0	0.0	0.0	800024	7200216	0	0	0	0	0.0	vmlinux	get_vma_policy	[Unknown]	0xffffffff81197850
hrtimer_active	0.014000	0.0	0.0	0.0	95.2	0.0	0.0	23.8	0.0	1600048	0	0	0	0	0	0.0	vmlinux	hrtimer_active	[Unknown]	0xffffffff810b0df0
ktime_get_update_offsets_now	0.014000	-0.0	0.0	66.7	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	ktime_get_update_offsets_now	[Unknown]	0xffffffff810b8140
lapic_next_deadline	0.014000	-0.0	0.0	0.0	0.0	0.0	0.0	74.1	0.0	0	0	0	0	0	0	0.0	vmlinux	lapic_next_deadline	[Unknown]	0xffffffff81039570
put_page	0.014000	38.1	47.6	0.0	0.0	47.6	0.0	0.0	0.0	5600168	3200096	0	0	0	0	1.000000	vmlinux	put_page	[Unknown]	0xffffffff81158f10
std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__tree_iterator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__tree_node<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, void*>*, long> std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)	[Unknown]	0x397b0
trace_hardirqs_off	0.014000	93.6	25.6	0.0	0.0	0.0	0.0	0.0	0.0	36001080	0	0	0	0	0	1.000000	vmlinux	trace_hardirqs_off	[Unknown]	0xffffffff81123a70
uncharge_list	0.014000	0.0	0.0	0.0	0.0	31.7	0.0	31.7	0.0	3200096	800024	0	0	0	0	1.000000	vmlinux	uncharge_list	[Unknown]	0xffffffff811a8f40
xpmem_vaddr_to_pte_offset	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	xpmem.ko	xpmem_vaddr_to_pte_offset	xpmem_pfn.c	0x2860
[Import thunk for_dealloc_allocatable]	0.013000	-0.0	0.0	0.0	0.0	0.0	0.0	95.2	0.0	14400432	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk for_dealloc_allocatable]	[Unknown]	0x1b478
__cpuset_node_allowed	0.013000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	8800264	4000120	0	0	0	0	0.0	vmlinux	__cpuset_node_allowed	[Unknown]	0xffffffff810ee520
__inc_zone_state	0.013000	46.6	20.2	0.0	0.0	20.2	0.0	20.2	0.0	11200336	4800144	0	0	0	0	1.000000	vmlinux	__inc_zone_state	[Unknown]	0xffffffff81169070
_intel_fast_memset	0.013000		100.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libintlc.so.5	_intel_fast_memset	[Unknown]	0x184c0
find_next_iomem_res	0.013000	0.0	0.0	26.7	0.0	0.0	0.0	0.0	0.0	4000120	2400072	0	0	0	0	1.000000	vmlinux	find_next_iomem_res	[Unknown]	0xffffffff8105e150
llvm::DWARFFormValue::skipValue	0.013000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600168	4800144	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFFormValue::skipValue(unsigned short, llvm::DataExtractor, unsigned int*, llvm::DWARFUnit const*)	[Unknown]	0x4be90
mem_cgroup_charge_statistics.isra.38	0.013000		0.0	83.3	0.0	0.0	0.0	0.0	0.0	21600648	1600048	0	0	0	0	1.000000	vmlinux	mem_cgroup_charge_statistics.isra.38	[Unknown]	0xffffffff811a6240
pci_conf1_read	0.013000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	pci_conf1_read	[Unknown]	0xffffffff8143b5e0
ppm	0.013000		26.7	0.0	0.0	26.7	0.0	53.3	0.0	2400072	4000120	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	ppm	ppm_3d.f90	0x714880
strcmp	0.013000	0.0	55.6	0.0	0.0	0.0	0.0	0.0	0.0	11200336	0	0	0	0	0	1.000000	vmlinux	strcmp	[Unknown]	0xffffffff812aa5d0
tpss_mutex_lock	0.013000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	tpss_mutex_lock	[Unknown]	0x62dff0
LEVEL_BASE::StringHex32	0.012000	0.0	0.0	0.0	0.0	0.0	51.3	0.0	0.0	0	2400072	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::StringHex32(unsigned int, unsigned int, bool)	[Unknown]	0x646390
__update_cpu_load	0.012000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	vmlinux	__update_cpu_load	[Unknown]	0xffffffff81086bd0
get_task_policy.part.32	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	vmlinux	get_task_policy.part.32	[Unknown]	0xffffffff81195f90
rcu_process_callbacks	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	rcu_process_callbacks	[Unknown]	0xffffffff810ab6a0
[Import thunk _mm_malloc]	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk _mm_malloc]	[Unknown]	0x1b308
[Import thunk for_allocate]	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	libifcore.so.5	[Import thunk for_allocate]	[Unknown]	0x1b228
__get_vma_policy	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200216	0	0	0	0	0	1.000000	vmlinux	__get_vma_policy	[Unknown]	0xffffffff81197800
amrex::Box::index	0.011000		0.0	0.0	0.0	0.0	0.0	51.3	0.0	0	1600048	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::Box::index(amrex::IntVect const&) const	AMReX_Box.H	0x68006b
amrex::Box::index	0.011000	82.9	51.3	0.0	0.0	0.0	0.0	0.0	0.0	12000360	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::Box::index(amrex::IntVect const&) const	AMReX_Box.H	0x67ce15
anon_vma_prepare	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	1.000000	vmlinux	anon_vma_prepare	[Unknown]	0xffffffff81184320
do_lookup_x	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	ld-2.22.so	do_lookup_x	[Unknown]	0x8c30
mem_cgroup_from_task	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11200336	800024	0	0	0	0	0.0	vmlinux	mem_cgroup_from_task	[Unknown]	0xffffffff811a58a0
perf_event_aux.part.65	0.011000	19.2	74.1	0.0	0.0	0.0	0.0	0.0	0.0	0	3200096	0	0	0	0	1.000000	vmlinux	perf_event_aux.part.65	[Unknown]	0xffffffff8113c560
sal_get_tsd	0.011000		39.2	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libtpsstool.so	sal_get_tsd	[Unknown]	0x62dae6
xpmem_tg_deref	0.011000	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_tg_deref	xpmem_misc.c	0x3720
[Import thunk sched_yield]	0.010000	0.0	0.0	0.0	0.0	95.2	0.0	0.0	0.0	16000480	0	0	0	0	0	1.000000	libiomp5.so	[Import thunk sched_yield]	[Unknown]	0x22378
__mem_cgroup_threshold	0.010000	0.0	0.0	0.0	0.0	0.0	95.2	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	__mem_cgroup_threshold	[Unknown]	0xffffffff811a8b30
__x2apic_send_IPI_mask	0.010000		51.3	0.0	0.0	0.0	0.0	100.0	0.0	800024	3200096	0	0	0	0	0.0	vmlinux	__x2apic_send_IPI_mask	[Unknown]	0xffffffff8103fd90
_raw_spin_unlock_irqrestore	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	800024	0	0	0	0	0.0	vmlinux	_raw_spin_unlock_irqrestore	[Unknown]	0xffffffff81505620
amrex::BLProfiler::~BLProfiler	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::~BLProfiler(void)	AMReX_BLProfiler.cpp	0x583da0
amrex::MFIter::tilebox	0.010000	0.0	95.2	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::MFIter::tilebox(void) const	AMReX_MFIter.cpp	0x5693cd
cpu_needs_another_gp	0.010000	0.0	0.0	0.0	0.0	55.6	0.0	55.6	0.0	0	0	0	0	0	0	0.0	vmlinux	cpu_needs_another_gp	[Unknown]	0xffffffff810a8ab0
down_read	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	down_read	[Unknown]	0xffffffff81504040
perf_event_task_tick	0.010000	0.0	0.0	0.0	0.0	30.3	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	perf_event_task_tick	[Unknown]	0xffffffff8113fc80
perf_output_copy	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	perf_output_copy	[Unknown]	0xffffffff81145730
restore_c_regs_and_iret	0.010000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	vmlinux	restore_c_regs_and_iret	[Unknown]	0xffffffff81506826
sched_avg_update	0.010000	0.0	0.0	0.0	0.0	35.1	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	sched_avg_update	[Unknown]	0xffffffff8107f180
set_bc_mask	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	60.6	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	set_bc_mask	set_bc_mask_3d.f90	0x72d230
timerqueue_del	0.010000	16.7	66.7	0.0	0.0	66.7	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	timerqueue_del	[Unknown]	0xffffffff812aaf70
LEVEL_PINCLIENT::SYM_Address	0.009000	0.0	100.0	0.0	100.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Address(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c380
LEVEL_VM::VmLog	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::VmLog(char const*, std::string)	[Unknown]	0x2ab1d0
[Import thunk malloc]	0.009000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12800384	0	0	0	0	0	1.000000	libintlc.so.5	[Import thunk malloc]	[Unknown]	0x8678
__page_cache_release	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	vmlinux	__page_cache_release	[Unknown]	0xffffffff81158980
amrex::BLProfiler::BLProfiler	0.009000		74.1	0.0	0.0	74.1	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::BLProfiler(std::string const&)	AMReX_BLProfiler.cpp	0x580f60
amrex::IndexType::cellCentered	0.009000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::IndexType::cellCentered(void) const	AMReX_IndexType.H	0x5693ec
amrex::convert	0.009000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::convert(amrex::Box const&, amrex::IndexType const&)	AMReX_Box.cpp	0x4f36b0
