amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/5pts.nid00121'
 amplxe: Executing actions  0 %                                                  amplxe: Executing actions  0 % Finalizing results                               amplxe: Executing actions 50 % Finalizing results                               amplxe: Executing actions 50 % Generating a report                              amplxe: Executing actions 50 % Setting data model parameters                    amplxe: Executing actions 75 % Setting data model parameters                    amplxe: Executing actions 75 % Generating a report                              amplxe: Executing actions 100 % Generating a report                             amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
amrex::IArrayBox::resize	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::IArrayBox::resize(amrex::Box const&, int)	AMReX_IArrayBox.cpp	0x51fd30
amrex::IndexType::cellCentered	0.002000		0.0	0.0	0.0	0.0	95.2	4.8	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::IndexType::cellCentered(void) const	AMReX_IndexType.H	0x5693ec
amrex::IntVect::TheUnitVector	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::IntVect::TheUnitVector(void)	AMReX_IntVect.cpp	0x4f5df0
amrex::MultiFab::Copy$omp$parallel@124	0.002000	100.0	100.0	0.0	0.0	100.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::MultiFab::Copy$omp$parallel@124	AMReX_MultiFab.cpp	0x536e37
amrex::grow	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::grow(amrex::Box const&, int)	AMReX_Box.cpp	0x4f38d0
atomic_dec_and_test	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1600048	0	0	0	0	0.0	obdclass.ko	atomic_dec_and_test	atomic.h	0x5bcd8
atomic_inc	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	obdclass.ko	atomic_inc	atomic.h	0x5a26b
atomic_inc	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	xpmem.ko	atomic_inc	atomic.h	0x3293
bl_allocate_r3_vc	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bl_allocate_r3_vc	AMReX_mempool_f.f90	0x6c6b10
blk_sq_make_request	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	blk_sq_make_request	[Unknown]	0xffffffff81294820
cl_object_top	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	obdclass.ko	cl_object_top	cl_object.c	0x58470
cl_page_get_trust	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	obdclass.ko	cl_page_get_trust	cl_page.c	0x5a260
close	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	close	[Unknown]	0x173e0
cos	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libimf.so	cos	[Unknown]	0x1ccd0
cpu_needs_another_gp	0.002000		95.2	0.0	0.0	0.0	0.0	95.2	0.0	800024	0	0	0	0	0	0.0	vmlinux	cpu_needs_another_gp	[Unknown]	0xffffffff810a8ab0
finish_task_switch	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	finish_task_switch	[Unknown]	0xffffffff8107d4d0
func@0x2da640	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libxed.so	func@0x2da640	[Unknown]	0x2da640
func@0x408ea0	0.002000	-0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x408ea0	[Unknown]	0x408ea0
func@0x409d90	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x409d90	[Unknown]	0x409d90
func@0x40a060	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x40a060	[Unknown]	0x40a060
func@0x40a120	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600168	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x40a120	[Unknown]	0x40a120
func@0x5ec1c0	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	func@0x5ec1c0	[Unknown]	0x5ec1c0
func@0x61a9a0	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libtpsstool.so	func@0x61a9a0	[Unknown]	0x61a9a0
generic_perform_write	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	vmlinux	generic_perform_write	[Unknown]	0xffffffff81149920
get_stack_region_bottom_limit	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	get_stack_region_bottom_limit	[Unknown]	0x61b130
get_user_pages	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	get_user_pages	[Unknown]	0xffffffff811758d0
ghal_irq_to_irq_index	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	ghal_ari.ko	ghal_irq_to_irq_index	ghal_main.c	0x3b70
hrtimer_forward	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	hrtimer_forward	[Unknown]	0xffffffff810b0e40
inc_zone_page_state	0.002000	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	inc_zone_page_state	[Unknown]	0xffffffff81168a40
invoke_rcu_core	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	invoke_rcu_core	[Unknown]	0xffffffff810a8a00
irq_work_run_list	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	0	0	0	0	0	0.0	vmlinux	irq_work_run_list	[Unknown]	0xffffffff81137590
isspace	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	isspace	[Unknown]	0x2a450
kgnilnd_queue_tx	0.002000	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0	0	0	0	0	0	0.0	kgnilnd.ko	kgnilnd_queue_tx	gnilnd_cb.c	0x18ab0
kmem_cache_alloc	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	1600048	0	0	0	0	0.0	vmlinux	kmem_cache_alloc	[Unknown]	0xffffffff8119f150
kmem_cache_alloc_trace	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	kmem_cache_alloc_trace	[Unknown]	0xffffffff8119ec50
llvm::DWARFAbbreviationDeclaration::findAttributeIndex	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libpin3dwarf.so	llvm::DWARFAbbreviationDeclaration::findAttributeIndex(unsigned short) const	[Unknown]	0x4cfa0
llvm::DWARFFormValue::extractValue	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFFormValue::extractValue(llvm::DataExtractor, unsigned int*, llvm::DWARFUnit const*)	[Unknown]	0x4baa0
lprocfs_counter_add	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	obdclass.ko	lprocfs_counter_add	lprocfs_counters.c	0x2d530
mutex_spin_on_owner.isra.2	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	vmlinux	mutex_spin_on_owner.isra.2	[Unknown]	0xffffffff81096ed0
path_init	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	path_init	[Unknown]	0xffffffff811bd5b0
perf_event_mmap	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	perf_event_mmap	[Unknown]	0xffffffff811442d0
perf_output_begin	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	800024	800024	0	0	0	0	0.0	vmlinux	perf_output_begin	[Unknown]	0xffffffff81145510
rcu_accelerate_cbs	0.002000		100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	rcu_accelerate_cbs	[Unknown]	0xffffffff810aa670
rcu_bh_qs	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	rcu_bh_qs	[Unknown]	0xffffffff810abe00
rcu_irq_exit	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	rcu_irq_exit	[Unknown]	0xffffffff810abe20
rebalance_domains	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	rebalance_domains	[Unknown]	0xffffffff8108df90
seq_path	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	seq_path	[Unknown]	0xffffffff811d4c40
setarea	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	setarea	AMReX_COORDSYS_3D.f	0x68d300
smsg_memcpy	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	kgni_ari.ko	smsg_memcpy	gni_smsg.h	0x34490
std::__1::__compressed_pair<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>>::first	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__compressed_pair<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>>::first(void)	memory	0x61b90
std::__1::__libcpp_compressed_pair_imp<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>, (unsigned int)2>::first	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__libcpp_compressed_pair_imp<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>, (unsigned int)2>::first(void)	memory	0x6d8d0
std::__1::__libcpp_compressed_pair_imp<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>, (unsigned int)2>::first	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__libcpp_compressed_pair_imp<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__rep, std::__1::allocator<char>, (unsigned int)2>::first(void) const	memory	0x6d8e0
std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__is_long	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__is_long(void) const	string	0x61b60
std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__set_short_size	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	libpin3dwarf.so	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__set_short_size(unsigned long)	string	0x62980
std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::max_size	0.002000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libpin3dwarf.so	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::max_size(void) const	string	0x62f40
std::deque<double, std::allocator<double>>::emplace_back<double>	0.002000				0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	void std::deque<double, std::allocator<double>>::emplace_back<double>(double&&)	stl_deque.h	0x581440
std::lower_bound<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int>>>, int>	0.002000		100.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int>>> std::lower_bound<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int>>>, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int>>>, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int>>>, int const&)	stl_algobase.h	0x4db3d7
std::string::_Rep::_M_destroy	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libstdc++.so.6.0.20	std::string::_Rep::_M_destroy(std::allocator<char> const&)	[Unknown]	0xc47f0
strcmp	0.002000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	ld-2.22.so	strcmp	[Unknown]	0x18280
update_process_times	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	vmlinux	update_process_times	[Unknown]	0xffffffff810b0b00
xed_inst_get_attribute	0.002000				0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libxed.so	xed_inst_get_attribute	[Unknown]	0x2fb560
xed_itoa_hex_ul	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libxed.so	xed_itoa_hex_ul	[Unknown]	0x2ca340
xpmem_ensure_valid_PFN	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	xpmem.ko	xpmem_ensure_valid_PFN	xpmem_pfn.c	0x3180
xpmem_seg_down_read	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_seg_down_read	xpmem_misc.c	0x39d0
xpmem_vaddr_to_pte_size	0.002000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_vaddr_to_pte_size	xpmem_pfn.c	0x2efd
GetSubprogramsListInImage	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libpin3dwarf.so	GetSubprogramsListInImage	[Unknown]	0x391c0
IntHashMap_CalculateIntHash	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	IntHashMap_CalculateIntHash	[Unknown]	0x6ce90
IntHashMap_FindEntry	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	IntHashMap_FindEntry	[Unknown]	0x6ceb0
IntHashMap_PutLazy	0.001000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	IntHashMap_PutLazy	[Unknown]	0x6d290
IntHashMap_Remove	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	IntHashMap_Remove	[Unknown]	0x6d5d0
LEVEL_BASE::ARRAYBASE::New	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	libtpsstool.so	LEVEL_BASE::ARRAYBASE::New(void)	[Unknown]	0x6faf90
LEVEL_BASE::COMPLEX_LOCK<(unsigned int)1, &(LEVEL_PINCLIENT::PIN_GetTid(void)), (bool)1>::Lock	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::COMPLEX_LOCK<(unsigned int)1, &(LEVEL_PINCLIENT::PIN_GetTid(void)), (bool)1>::Lock(unsigned int)	[Unknown]	0x6be500
LEVEL_BASE::KNOB_BASE::FindFamily	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::KNOB_BASE::FindFamily(std::string const&)	[Unknown]	0x116150
LEVEL_BASE::KNOB_BASE::WasParsingDone	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::KNOB_BASE::WasParsingDone(void)	[Unknown]	0x1161d0
LEVEL_BASE::SWMALLOC::Allocate	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::SWMALLOC::Allocate(unsigned long)	[Unknown]	0x675e80
LEVEL_BASE::SWMALLOC::GetBucketIndex	0.001000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::SWMALLOC::GetBucketIndex(unsigned long)	[Unknown]	0x2101b0
LEVEL_BASE::SlowAssertsEnabled	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::SlowAssertsEnabled(void)	[Unknown]	0x120dd0
LEVEL_BASE::StringDecSigned	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::StringDecSigned(long, unsigned int, char)	[Unknown]	0x6480d0
LEVEL_BASE::swMalloc	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::swMalloc(unsigned long)	[Unknown]	0x212560
LEVEL_CORE::DoublyLinkedUnlink<LEVEL_CORE::INDEX<(int)9>, LEVEL_CORE::INDEX<(int)1>, LEVEL_CORE::IMG_REGSYM_CONTAINER>	0.001000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libtpsstool.so	void LEVEL_CORE::DoublyLinkedUnlink<LEVEL_CORE::INDEX<(int)9>, LEVEL_CORE::INDEX<(int)1>, LEVEL_CORE::IMG_REGSYM_CONTAINER>(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x779580
LEVEL_CORE::IMG_Free	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::IMG_Free(LEVEL_CORE::INDEX<(int)1>)	[Unknown]	0x196de0
LEVEL_CORE::INS_Alloc	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::INS_Alloc(void)	[Unknown]	0x754900
LEVEL_CORE::INS_Free	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::INS_Free(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x19cb60
LEVEL_CORE::INS_InsertBefore	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::INS_InsertBefore(LEVEL_CORE::INDEX<(int)6>, LEVEL_CORE::INDEX<(int)6>, LEVEL_CORE::INDEX<(int)4>)	[Unknown]	0x19cda0
LEVEL_CORE::INS_IsBranchOrCall	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::INS_IsBranchOrCall(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x659ca0
LEVEL_CORE::INS_IsCall	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::INS_IsCall(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x659d10
LEVEL_CORE::INS_PrintString	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::INS_PrintString(LEVEL_CORE::INDEX<(int)6>, unsigned long)	[Unknown]	0x65e870
LEVEL_CORE::INS_SetMemoryDisplacement	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::INS_SetMemoryDisplacement(LEVEL_CORE::INDEX<(int)6>, long, unsigned int)	[Unknown]	0x1deda0
LEVEL_CORE::INS_StringShorter	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::INS_StringShorter(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x666c00
LEVEL_CORE::INS_orig_size_set	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::INS_orig_size_set(LEVEL_CORE::INDEX<(int)6>, unsigned int)	[Unknown]	0x1ecf50
LEVEL_CORE::REGSYM_Append	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::REGSYM_Append(LEVEL_CORE::INDEX<(int)9>, LEVEL_CORE::INDEX<(int)1>)	[Unknown]	0x76f730
LEVEL_CORE::RTN_Alloc	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::RTN_Alloc(void)	[Unknown]	0x75c930
LEVEL_CORE::RTN_MakeBbls	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_CORE::RTN_MakeBbls(LEVEL_CORE::INDEX<(int)3>)	[Unknown]	0x1a9a50
LEVEL_CORE::RTN_SetName	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::RTN_SetName(LEVEL_CORE::INDEX<(int)3>, std::string const&)	[Unknown]	0x75cd70
LEVEL_CORE::SinglyLinkedUnlinkMain<LEVEL_CORE::INDEX<(int)8>, LEVEL_CORE::INDEX<(int)4>, LEVEL_CORE::BBL_EXT_CONTAINER>	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	void LEVEL_CORE::SinglyLinkedUnlinkMain<LEVEL_CORE::INDEX<(int)8>, LEVEL_CORE::INDEX<(int)4>, LEVEL_CORE::BBL_EXT_CONTAINER>(LEVEL_CORE::INDEX<(int)8>, LEVEL_CORE::INDEX<(int)4>)	[Unknown]	0x1958c0
LEVEL_PINCLIENT::ClientInt	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::ClientInt(void)	[Unknown]	0x6a2830
LEVEL_PINCLIENT::CookSymPltSec<Elf64_Sym>	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	void LEVEL_PINCLIENT::CookSymPltSec<Elf64_Sym>(LEVEL_CORE::INDEX<(int)1>, Elf64_Sym const*, char const*)	[Unknown]	0x6d5060
LEVEL_PINCLIENT::INS_DirectBranchOrCallTargetAddress	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::INS_DirectBranchOrCallTargetAddress(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x67efa0
LEVEL_PINCLIENT::SYM_Name	0.001000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Name(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c210
LEVEL_PINCLIENT::SYM_Next	0.001000		100.0	0.0	0.0	100.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	libtpsstool.so	LEVEL_PINCLIENT::SYM_Next(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c1b0
LEVEL_PINCLIENT::SYM_Valid	0.001000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libtpsstool.so	LEVEL_PINCLIENT::SYM_Valid(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c250
LEVEL_VM::BBL_GetNonConstVmsvcArgs	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::BBL_GetNonConstVmsvcArgs(LEVEL_CORE::INDEX<(int)4>)	[Unknown]	0x243e30
LEVEL_VM::CODECACHE::UpdateCacheStatistics	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::CODECACHE::UpdateCacheStatistics(LEVEL_VM::REGION*)	[Unknown]	0x22c680
LEVEL_VM::InitialTemporaryMemoryMapper::InitializeIfNeeded	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::InitialTemporaryMemoryMapper::InitializeIfNeeded(void)	[Unknown]	0x2c1760
LEVEL_VM::PROBE::GetOriginalBits	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::PROBE::GetOriginalBits(unsigned long, void*, unsigned long, bool, bool) const	[Unknown]	0x250320
LEVEL_VM::REGION::OptimizeEarly	0.001000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	pinbin	LEVEL_VM::REGION::OptimizeEarly(void)	[Unknown]	0x27b500
