amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/3pts.nid00121'
amplxe: Executing actions  0 %                                                 amplxe: Executing actions  0 % Finalizing results                              amplxe: Executing actions 50 % Finalizing results                              amplxe: Executing actions 50 % Generating a report                             amplxe: Executing actions 50 % Setting data model parameters                   amplxe: Executing actions 75 % Setting data model parameters                   amplxe: Executing actions 75 % Generating a report                             amplxe: Executing actions 100 % Generating a report                            amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
transz	7.209002	63.0	8.1	0.0	1.2	24.3	7.2	25.7	0.0	2151264536	207206216	16000480	18400552	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transz	trans_3d.F90	0x996340
entry_SYSCALL_64_fastpath	7.186002	5.4	2.2	0.0	0.6	0.0	12.3	20.7	0.0	571217136	162404872	0	0	0	0	1.000000	vmlinux	entry_SYSCALL_64_fastpath	[Unknown]	0xffffffff81505b95
pc_smagorinsky_sfs_term	7.182002	55.8	0.0	3.5	1.3	12.2	13.4	21.8	0.0	1127233816	472814184	8000240	6400192	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_smagorinsky_sfs_term	lesterm_3d.f90	0x72dc00
filter	6.513002	20.9	3.4	0.0	2.3	3.8	2.3	12.7	0.0	6721801648	800024	1600048	4000120	0	0	0.999430	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	filter	filter_3d.f90	0x73d560
actual_eos_top	6.490002	37.0	5.8	0.0	0.0	0.4	6.7	25.3	0.0	392011760	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x917e20
transxy	6.398002	50.6	1.7	0.0	4.9	15.8	3.2	25.0	0.0	1800054000	295208856	7200216	12800384	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transxy	trans_3d.F90	0x99d9b0
_INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_wait_template<kmp_flag_64>	5.638002	9.1	4.0	0.0	0.0	1.1	3.8	14.6	0.0	2380871424	216806504	0	0	0	0	0.998718	libiomp5.so	void _INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_wait_template<kmp_flag_64>(kmp_info*, kmp_flag_64*, int, void*)	kmp_wait_release.h	0x55e5d
entry_SYSCALL_64_after_swapgs	4.677001	53.9	28.2	0.0	0.0	1.0	10.1	20.7	0.0	118403552	307209216	0	0	0	0	1.000000	vmlinux	entry_SYSCALL_64_after_swapgs	[Unknown]	0xffffffff81505b26
transx2	4.155001	49.3	5.3	0.0	5.8	11.1	9.9	22.5	0.0	1374441232	149604488	2400072	2400072	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transx2	trans_3d.F90	0x98b970
transxz	4.086001	52.7	5.2	0.0	5.6	13.0	2.8	29.7	0.0	1666449992	139204176	4000120	3200096	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transxz	trans_3d.F90	0x9a2a10
func@0x5ec670	4.071001	8.9	2.8	0.6	0.6	0.0	7.5	24.5	0.0	3540906224	451213536	0	0	0	0	0.998647	libtpsstool.so	func@0x5ec670	[Unknown]	0x5ec670
transyz	4.022001	44.8	1.6	0.0	7.7	11.3	8.7	25.9	0.0	1552046560	127203816	3200096	4000120	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transyz	trans_3d.F90	0x9a7850
func@0x5ec560	3.871001	41.9	0.6	0.0	0.0	0.0	19.8	7.4	0.0	1196835904	924827744	0	0	0	0	0.997159	libtpsstool.so	func@0x5ec560	[Unknown]	0x5ec560
transy2	3.837001	46.2	6.5	0.0	7.1	7.4	10.3	19.9	0.0	1148034440	182405472	1600048	1600048	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transy2	trans_3d.F90	0x992990
tracez_ppm	3.736001	64.0	0.0	0.0	1.7	34.4	14.7	20.2	0.0	576817304	139204176	17600528	16800504	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	tracez_ppm	trace_ppm_3d.f90	0x70b200
func@0x5ed260	3.612001	26.7	3.0	0.0	2.2	0.0	10.9	22.2	0.0	2958488752	871226136	0	800024	0	0	1.000000	libtpsstool.so	func@0x5ed260	[Unknown]	0x5ed260
pc_move_transport_coeffs_to_ec	3.486001	73.3	2.6	0.6	0.0	19.8	22.8	15.5	0.0	635219056	68002040	1600048	800024	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_move_transport_coeffs_to_ec	Diffusion_nd.f90	0x6fa1b0
pc_compute_tangential_vel_derivs	3.483001	58.3	2.6	0.0	10.8	0.0	28.3	11.5	0.0	1780053400	317609528	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_compute_tangential_vel_derivs	grad_utils_3d.F90	0x9abd30
actual_eos_wb	3.144001	41.5	5.7	1.8	1.6	0.0	7.9	19.9	0.0	1557646728	113603408	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x918ba0
fort_fab_copy	3.095001	60.7	18.6	0.0	1.9	23.8	7.7	19.2	0.0	380011400	155204656	11200336	15200456	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_copy	AMReX_BaseFab_nd.f90	0x6b52f0
clear_page_c_e	2.766001	25.1	0.0	0.0	0.0	0.0	0.6	5.5	0.0	11200336	424012720	0	0	0	0	1.000000	vmlinux	clear_page_c_e	[Unknown]	0xffffffff812ae740
actual_eos_top	2.753001	38.8	3.9	0.0	3.1	0.0	10.2	20.2	0.0	602418072	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x918ba0
get_sfs_stresses_zdir	2.644001	56.3	0.0	10.8	0.7	11.6	10.5	26.9	0.0	258407752	9600288	20000600	8000240	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_zdir	lesterm_3d.f90	0x7309f5
for_realloc_lhs	2.616001	40.5	8.2	0.2	1.6	0.0	7.5	24.9	0.0	3285698568	349610488	0	1600048	0	0	1.000000	libifcore.so.5	for_realloc_lhs	[Unknown]	0x6eef0
amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()	2.604001	52.6	0.0	15.3	6.4	17.8	21.1	8.2	0.0	407212216	152804584	800024	800024	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()(double&) const	AMReX_BaseFab.H	0x67ce56
actual_eos_bottom	2.515001	58.5	21.8	0.0	0.0	0.7	6.4	32.0	0.0	773623208	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x91800d
tpss_free_mod1_ver0	2.465001	18.2	8.4	0.0	2.0	0.0	14.2	19.0	0.0	1596047880	1009630288	0	0	0	0	1.000000	libtpsstool.so	tpss_free_mod1_ver0	[Unknown]	0x32fc30
actual_eos_top	2.442001	36.2	3.8	0.0	0.0	1.7	10.6	21.7	0.0	222406672	10400312	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x9187a0
consup	2.376001	42.0	2.9	0.2	6.6	8.4	23.6	2.2	0.0	1290438712	128803864	1600048	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	consup	PeleC_advection_3d.F90	0x9c89c0
umeth3d	2.104001	49.2	7.3	0.0	6.2	0.0	7.8	17.5	0.0	437613128	123203696	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	umeth3d	PeleC_advection_3d.F90	0x9b3e50
actual_eos_wb	1.911001	29.0	2.5	0.0	0.0	0.6	9.6	25.5	0.0	2432872984	477614328	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x917e20
memmove	1.890001	25.6	2.1	3.0	1.8	2.3	12.2	14.6	0.0	980829424	576817304	800024	1600048	0	0	1.000000	libc-dynamic.so	memmove	[Unknown]	0x1c230
fort_fab_plus	1.870000	3.4	0.0	34.6	0.3	2.1	21.1	47.7	0.0	212806384	29600888	7200216	4800144	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_plus	AMReX_BaseFab_nd.f90	0x6b73a0
__kmp_x86_pause	1.778000	0.0	1.3	0.3	0.0	0.0	5.0	18.8	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_x86_pause	kmp.h	0x58e68
_INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_hyper_barrier_release	1.749000	1.8	0.3	0.0	0.0	0.0	5.7	18.3	0.0	0	0	0	0	0	0	1.000000	libiomp5.so	_INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_hyper_barrier_release(barrier_type, kmp_info*, int, int, int, void*)	kmp_barrier.cpp	0x587c0
tpss_thread_manager_enter	1.704000	6.8	8.0	0.0	0.7	0.0	14.1	22.5	0.0	1236837104	312809384	0	800024	0	0	1.000000	libtpsstool.so	tpss_thread_manager_enter	[Unknown]	0x5f9840
pc_diffextrap	1.641000	80.4	0.0	0.7	88.9	0.0	17.3	0.0	0.0	46401392	19200576	0	1600048	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_diffextrap	Diffusion_nd.f90	0x6fe320
transy1	1.622000	39.9	6.7	0.0	2.5	0.0	14.2	21.2	0.0	1124033720	112003360	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transy1	trans_3d.F90	0x98f1d0
transx1	1.411000	25.9	6.1	0.0	1.9	0.0	17.5	9.1	0.0	1187235616	132803984	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transx1	trans_3d.F90	0x987d50
cmpflx	1.364000	56.1	9.6	0.0	17.5	0.0	23.3	6.7	0.0	525615768	182405472	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	cmpflx	riemann_3d.F90	0x9d3100
__intel_memset	1.287000	52.1	0.0	0.0	0.0	0.9	8.3	10.6	0.0	72802184	133604008	0	0	0	0	1.000000	libintlc.so.5	__intel_memset	[Unknown]	0x55040
srctoprim	1.241000	56.6	0.0	20.6	1.1	22.3	8.7	2.7	0.0	224806744	52001560	2400072	1600048	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	srctoprim	advection_util_nd.F90	0x95f870
amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()	1.195000	69.2	0.0	3.4	0.0	22.9	29.7	7.8	0.0	42401272	57601728	800024	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()(double&) const	AMReX_BaseFab.H	0x680044
OS_BARESYSCALL_DoCallAsmIntel64Linux	1.193000	21.6	6.4	0.0	0.0	0.9	15.9	18.5	0.0	75202256	98402952	0	0	0	0	1.000000	libc-dynamic.so	OS_BARESYSCALL_DoCallAsmIntel64Linux	[Unknown]	0x70dec
actual_eos_bottom	1.188000	67.5	16.3	0.0	8.8	0.0	16.3	8.4	0.0	251207536	324009720	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x918d7e
page_fault	1.126000	8.7	0.0	0.0	0.0	8.4	4.0	13.3	0.0	800024	10400312	0	1600048	0	0	1.000000	vmlinux	page_fault	[Unknown]	0xffffffff81508000
get_sfs_stresses_ydir	1.120000	69.5	3.1	5.2	1.5	8.5	10.0	16.8	0.0	285608568	800024	1600048	3200096	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_ydir	lesterm_3d.f90	0x72f6e8
func@0x5f3fd7	1.097000	24.8	5.0	0.0	0.0	0.0	9.0	24.5	0.0	264807944	332009960	0	0	0	0	1.000000	libtpsstool.so	func@0x5f3fd7	[Unknown]	0x5f3fd7
tpss_malloc_mod1_ver0	1.089000	8.6	1.1	0.0	6.8	0.0	10.0	23.1	0.0	782423472	714421432	0	0	0	0	1.000000	libtpsstool.so	tpss_malloc_mod1_ver0	[Unknown]	0x19e460
func@0x5a44a0	1.047000	30.4	4.6	0.6	1.7	0.0	13.7	25.7	0.0	400812024	297608928	0	0	0	0	1.000000	libtpsstool.so	func@0x5a44a0	[Unknown]	0x5a44a0
__kmp_yield	1.046000	6.0	6.1	0.0	0.0	1.1	4.4	15.0	0.0	53601608	0	0	0	0	0	1.000000	libiomp5.so	__kmp_yield	z_Linux_util.cpp	0xc8b20
actual_eos_ytx	1.024000	46.7	15.9	0.0	0.0	4.0	12.5	17.0	0.0	1278438352	613618408	0	6400192	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_ytx	gamma_law.F90	0x918440
tpss_tp_free_post_cbk	0.972000	9.8	8.7	0.6	0.6	0.0	9.3	22.6	0.0	216006480	132003960	0	0	0	0	1.000000	libtpsstool.so	tpss_tp_free_post_cbk	[Unknown]	0x5bc010
pc_derenstrophy	0.948000	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0	60001800	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_derenstrophy	Derive_nd.f90	0x6efbc0
OS_SyscallDo	0.931000	12.6	5.6	0.6	0.0	1.7	7.8	23.4	0.0	314409432	415212456	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallDo	[Unknown]	0x70e90
__libc_malloc	0.924000	14.4	11.8	0.0	3.7	0.0	6.9	24.3	0.0	378411352	113603408	0	0	0	0	1.000000	libc-2.22.so	__libc_malloc	[Unknown]	0x7b3d0
SyS_clock_gettime	0.923000	87.8	51.2	0.0	0.0	1.3	13.1	21.0	0.0	8000240	0	0	0	0	0	1.000000	vmlinux	SyS_clock_gettime	[Unknown]	0xffffffff810b3e80
get_transport_coeffs	0.838000	62.6	4.1	5.5	3.4	0.0	10.3	26.1	0.0	311209336	105603168	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_transport_coeffs	transport.F90	0x919670
MPIDI_CH3I_Progress	0.824000	1.2	1.4	0.0	0.0	0.0	2.8	33.3	0.0	1231236936	287208616	0	0	0	0	1.000000	libmpich_intel.so.3.0.1	MPIDI_CH3I_Progress	[Unknown]	0x213820
uflaten	0.799000	26.4	7.3	0.0	2.2	0.0	9.5	6.6	0.0	513615408	65601968	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	uflaten	flatten_nd.F90	0x980370
_raw_spin_lock	0.760000	83.9	59.7	0.0	0.0	2.4	3.1	8.6	0.0	170405112	73602208	0	0	0	0	1.000000	vmlinux	_raw_spin_lock	[Unknown]	0xffffffff815057c0
reset_internal_e	0.752000	23.7	5.1	0.0	0.0	4.4	12.4	64.0	0.0	676020280	56801704	3200096	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	reset_internal_e	PeleC_util.F90	0x953e70
adler32_z	0.740000	0.0	0.0	0.0	0.0	0.0	6.0	16.4	0.0	768023040	91202736	0	0	0	0	1.000000	libtpsstool.so	adler32_z	[Unknown]	0x5f5040
read_tsc	0.740000	34.3	21.5	0.7	0.0	0.0	10.7	18.6	0.0	119203576	14400432	0	0	0	0	1.000000	vmlinux	read_tsc	[Unknown]	0xffffffff8100db90
down_read_trylock	0.738000	80.9	21.0	10.5	0.0	17.3	1.5	15.8	0.0	32000960	11200336	0	0	0	0	1.000000	vmlinux	down_read_trylock	[Unknown]	0xffffffff81097350
func@0x5f3ef4	0.734000	25.5	5.4	0.0	0.0	0.8	7.7	24.6	0.0	697620928	39201176	0	0	0	0	0.993631	libtpsstool.so	func@0x5f3ef4	[Unknown]	0x5f3ef4
func@0x5e9940	0.713000	51.1	28.4	0.0	0.0	0.0	8.9	21.1	0.0	169605088	69602088	0	0	0	0	1.000000	libtpsstool.so	func@0x5e9940	[Unknown]	0x5e9940
_int_free	0.703000	20.7	6.1	0.0	2.3	0.0	15.2	24.4	0.0	263207896	105603168	0	0	0	0	1.000000	libc-2.22.so	_int_free	[Unknown]	0x77dc0
compute_temp	0.700000	44.2	1.5	0.0	0.0	0.7	8.2	43.9	0.0	616818504	1284838544	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	compute_temp	PeleC_util.F90	0x955d60
copy_user_enhanced_fast_string	0.682000	12.0	2.4	0.0	4.9	0.0	15.5	20.4	0.0	269608088	67202016	0	0	0	0	1.000000	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff812aeb70
func@0x5ea8e0	0.673000	29.4	6.9	0.0	0.0	5.2	9.5	23.3	0.0	340810224	160004800	0	0	0	0	1.000000	libtpsstool.so	func@0x5ea8e0	[Unknown]	0x5ea8e0
handle_mm_fault	0.613000	71.1	21.4	3.9	0.0	10.7	0.0	13.6	0.0	162404872	80002400	0	0	0	0	1.000000	vmlinux	handle_mm_fault	[Unknown]	0xffffffff811792e0
actual_eos_wb	0.591000	17.0	7.4	0.0	0.0	2.8	5.5	15.7	0.0	299208976	187205616	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x9187a0
func@0x5f30f0	0.568000	23.3	13.3	0.0	0.0	1.0	13.3	18.3	0.0	155204656	53601608	0	0	0	0	0.973684	libtpsstool.so	func@0x5f30f0	[Unknown]	0x5f30f0
func@0x5f3e78	0.567000	26.8	3.2	0.0	0.0	0.0	11.8	21.5	0.0	295208856	124003720	0	0	0	0	1.000000	libtpsstool.so	func@0x5f3e78	[Unknown]	0x5f3e78
applibc___errno_location	0.553000	22.2	4.9	0.0	3.9	0.0	10.7	21.4	0.0	52001560	28800864	0	0	0	0	1.000000	libtpsstool.so	applibc___errno_location	[Unknown]	0xc1000
poll_active_fboxes	0.533000	1.8	2.2	0.0	0.0	0.0	5.5	37.5	0.0	495214856	177605328	0	0	0	0	1.000000	libmpich_intel.so.3.0.1	poll_active_fboxes	[Unknown]	0x20f900
pc_estdt	0.521000	27.5	14.6	0.0	5.8	0.0	6.8	16.5	0.0	173605208	138404152	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_estdt	timestep.F90	0x97ae70
OS_SyscallReturnValue	0.519000	18.6	5.2	3.1	0.0	0.0	4.2	31.4	0.0	92002760	0	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallReturnValue	[Unknown]	0x71000
getrawmonotonic64	0.508000	32.1	15.8	1.2	0.0	0.0	9.7	21.8	0.0	125603768	172005160	0	0	0	0	1.000000	vmlinux	getrawmonotonic64	[Unknown]	0xffffffff810b7180
queued_spin_lock_slowpath	0.501000	39.5	17.2	0.0	0.0	11.0	0.0	4.9	0.0	32000960	0	0	0	0	0	1.000000	vmlinux	queued_spin_lock_slowpath	[Unknown]	0xffffffff81097b30
eos_re	0.493000	28.9	1.2	0.0	0.0	0.0	8.5	43.7	0.0	139204176	675220256	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	eos_re	eos.F90	0x916170
error_entry	0.486000	5.0	2.1	0.0	0.0	1.1	1.1	6.3	0.0	3200096	31200936	0	0	0	0	1.000000	vmlinux	error_entry	[Unknown]	0xffffffff81508200
func@0x5a3c10	0.478000	26.7	1.2	0.0	0.0	1.2	10.5	27.9	0.0	124803744	344010320	0	0	0	0	1.000000	libtpsstool.so	func@0x5a3c10	[Unknown]	0x5a3c10
_int_malloc	0.463000	11.4	5.9	0.0	7.1	0.0	13.0	29.6	0.0	71202136	112003360	0	0	0	0	1.000000	libc-2.22.so	_int_malloc	[Unknown]	0x79220
pthread_mutex_lock	0.462000	0.0	1.4	1.4	0.0	0.0	10.8	24.3	0.0	54401632	117603528	0	0	0	0	1.000000	libtpsstool.so	pthread_mutex_lock	[Unknown]	0xc0140
do_deallocate_all	0.454000	34.9	14.3	0.0	0.0	8.3	13.1	14.3	0.0	243207296	109603288	0	0	0	0	1.000000	libifcore.so.5	do_deallocate_all	[Unknown]	0x2a0b0
syscall	0.453000	19.7	0.0	2.5	0.0	2.5	10.1	34.2	0.0	160804824	120803624	0	0	0	0	1.000000	libc-dynamic.so	syscall	[Unknown]	0x16010
page_counter_cancel	0.433000	86.0	25.6	2.4	0.0	3.7	1.2	12.2	0.0	10400312	9600288	0	0	0	0	1.000000	vmlinux	page_counter_cancel	[Unknown]	0xffffffff811a52f0
retint_user	0.433000	0.0	0.0	0.0	0.0	1.4	2.8	4.3	0.0	55201656	46401392	0	0	0	0	1.000000	vmlinux	retint_user	[Unknown]	0xffffffff8150679f
func@0xbf1d0	0.431000	0.0	3.6	1.2	0.0	0.0	7.3	18.1	0.0	68802064	52001560	0	0	0	0	1.000000	libtpsstool.so	func@0xbf1d0	[Unknown]	0xbf1d0
get_sfs_stresses_xdir	0.413000	19.6	7.0	0.0	5.6	0.0	9.9	12.7	0.0	137604128	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_xdir	lesterm_3d.f90	0x72e2e2
actual_eos_re	0.411000	100.0	25.6	0.0	0.0	1.2	7.3	19.5	0.0	2400072	503215096	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_re	gamma_law.F90	0x917e20
get_mem_cgroup_from_mm	0.374000	96.1	49.1	5.8	7.2	0.0	0.0	11.5	0.0	28800864	16000480	0	0	0	0	1.000000	vmlinux	get_mem_cgroup_from_mm	[Unknown]	0xffffffff811a6a70
pc_summass	0.363000	59.5	12.5	0.0	28.6	0.0	0.0	5.4	0.0	79202376	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_summass	sums_nd.f90	0x6de6a0
get_page_from_freelist	0.360000	28.2	0.0	3.1	12.3	0.0	0.0	18.4	0.0	148804464	85602568	0	0	0	0	1.000000	vmlinux	get_page_from_freelist	[Unknown]	0xffffffff81150fe0
reset_edge_state_thermo	0.349000	28.0	0.0	0.0	0.0	12.0	3.4	30.8	0.0	56801704	8800264	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	reset_edge_state_thermo	trans_3d.F90	0x993bd0
pthread_getspecific	0.348000	4.0	0.0	0.0	7.9	0.0	15.8	19.0	0.0	217606528	172805184	0	0	0	0	1.000000	libtpsstool.so	pthread_getspecific	[Unknown]	0xbfcb0
pthread_mutex_unlock	0.347000	22.6	12.8	0.0	0.0	0.0	14.4	0.0	0.0	31200936	28000840	0	0	0	0	1.000000	libtpsstool.so	pthread_mutex_unlock	[Unknown]	0xc0240
fort_fab_copyfrommem	0.345000	79.5	1.7	0.0	8.6	0.0	3.5	17.3	0.0	166404992	42401272	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_copyfrommem	AMReX_BaseFab_nd.f90	0x6b5ba0
