amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/1pts.nid00121'
amplxe: Executing actions  0 %                                                 amplxe: Executing actions  0 % Finalizing results                              amplxe: Executing actions 50 % Finalizing results                              amplxe: Executing actions 50 % Generating a report                             amplxe: Executing actions 50 % Setting data model parameters                   amplxe: Executing actions 75 % Setting data model parameters                   amplxe: Executing actions 75 % Generating a report                             amplxe: Executing actions 100 % Generating a report                            amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
LEVEL_BASE::SWMALLOC::GetBucketSize	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	pinbin	LEVEL_BASE::SWMALLOC::GetBucketSize(unsigned int)	[Unknown]	0x2101d0
LEVEL_BASE::swMalloc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	pinbin	LEVEL_BASE::swMalloc(unsigned long)	[Unknown]	0x212560
LEVEL_CORE::INS_HasFallThrough	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	pinbin	LEVEL_CORE::INS_HasFallThrough(LEVEL_CORE::INDEX<(int)6>)	[Unknown]	0x1db720
LEVEL_CORE::RTN_Alloc	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::RTN_Alloc(void)	[Unknown]	0x75c930
LEVEL_CORE::SYM_Init	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	libtpsstool.so	LEVEL_CORE::SYM_Init(LEVEL_CORE::INDEX<(int)9>, LEVEL_CORE::VAL_TYPE, bool, LEVEL_CORE::SYM_IFUNC_TYPE, std::string const&, unsigned int, LEVEL_CORE::ADDR<(int)1>, unsigned int, void const*, bool, bool, unsigned int)	[Unknown]	0x76fd30
LEVEL_PINCLIENT::CookSymSec<Elf64_Sym>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	1600048	0	0	0	0	0.0	libtpsstool.so	void LEVEL_PINCLIENT::CookSymSec<Elf64_Sym>(std::set<std::pair<std::string, unsigned long>, std::less<std::pair<std::string, unsigned long>>, std::allocator<std::pair<std::string, unsigned long>>>&, LEVEL_CORE::INDEX<(int)2>, LEVEL_CORE::INDEX<(int)2>, bool, std::map<LEVEL_CORE::INDEX<(int)9>, unsigned long, std::less<LEVEL_CORE::INDEX<(int)9>>, std::allocator<std::pair<LEVEL_CORE::INDEX<(int)9> const, unsigned long>>>*)	[Unknown]	0x6d7770
LEVEL_PINCLIENT::RTN_Address	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::RTN_Address(LEVEL_CORE::INDEX<(int)3>)	[Unknown]	0x67c7a0
LEVEL_PINCLIENT::SYM_Index	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Index(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c350
LEVEL_PINCLIENT::SYM_Name	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8800264	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Name(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c210
LEVEL_PINCLIENT::SYM_Next	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Next(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c1b0
LEVEL_PINCLIENT::SYM_Valid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libtpsstool.so	LEVEL_PINCLIENT::SYM_Valid(LEVEL_CORE::INDEX<(int)9>)	[Unknown]	0x67c250
LEVEL_VM::VmLog	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	pinbin	LEVEL_VM::VmLog(char const*, std::string)	[Unknown]	0x2ab1d0
LoadDwarfForFile	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	800024	0	0	0	0	0.0	libpin3dwarf.so	LoadDwarfForFile(char const*)	[Unknown]	0x38100
OS_BARESYSCALL_DoCallAsmIntel64Linux	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	32800984	55201656	0	0	0	0	1.000000	libc-dynamic.so	OS_BARESYSCALL_DoCallAsmIntel64Linux	[Unknown]	0x70dec
OS_SyscallDo	0.0				0.0	0.0	0.0	0.0	0.0	174405232	257607728	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallDo	[Unknown]	0x70e90
OS_SyscallIsSuccess	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	libc-dynamic.so	OS_SyscallIsSuccess	[Unknown]	0x70ff0
OS_SyscallReturnValue	0.0		0.0		0.0		0.0	0.0	0.0	44001320	0	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallReturnValue	[Unknown]	0x71000
PeleC::volWgtSum$omp$parallel@71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	PeleC::volWgtSum$omp$parallel@71	sum_utils.cpp	0x677aa9
SyS_clock_gettime	0.0				0.0		0.0	0.0	0.0	6400192	0	0	0	0	0	1.000000	vmlinux	SyS_clock_gettime	[Unknown]	0xffffffff810b3e80
[Import thunk OS_BARESYSCALL_DoCallAsmIntel64Linux]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	6400192	0	0	0	0	0	1.000000	libc-dynamic.so	[Import thunk OS_BARESYSCALL_DoCallAsmIntel64Linux]	[Unknown]	0x13900
[Import thunk OS_SyscallDo]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	62401872	0	0	0	0	0	1.000000	libc-dynamic.so	[Import thunk OS_SyscallDo]	[Unknown]	0x11f20
[Import thunk OS_SyscallReturnValue]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libc-dynamic.so	[Import thunk OS_SyscallReturnValue]	[Unknown]	0x11f40
[Import thunk memcmp]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	libtpsstool.so	[Import thunk memcmp]	[Unknown]	0xadf80
[Import thunk memcpy]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	1.000000	libtpsstool.so	[Import thunk memcpy]	[Unknown]	0xad560
[Import thunk memmove]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	33601008	0	0	0	0	0	0.0	libc-dynamic.so	[Import thunk memmove]	[Unknown]	0x12080
[Import thunk operator delete]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	pinbin	[Import thunk operator delete(void*)]	[Unknown]	0x974b0
[Import thunk strlen]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	libtpsstool.so	[Import thunk strlen]	[Unknown]	0xae1e0
[Import thunk strncmp]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	0	0	0	0	0	0.0	libtpsstool.so	[Import thunk strncmp]	[Unknown]	0xad310
[Import thunk syscall]	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	libtpsstool.so	[Import thunk syscall]	[Unknown]	0xadff0
[Outside any known module]	0.0						0.0	0.0	0.023256	50881526400	10645119344	31200936	34401032	800024	0	0.999659	[Unknown]	[Outside any known module]	[Unknown]	0x0
__acct_update_integrals	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__acct_update_integrals	[Unknown]	0xffffffff8110ca50
__add_to_page_cache_locked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1600048	0	0	0	0	0.0	vmlinux	__add_to_page_cache_locked	[Unknown]	0xffffffff81149e30
__alloc_pages_nodemask	0.0				0.0	0.0	0.0	0.0	0.0	28800864	27200816	0	0	0	0	1.000000	vmlinux	__alloc_pages_nodemask	[Unknown]	0xffffffff811526e0
__bitmap_weight	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__bitmap_weight	[Unknown]	0xffffffff812b1fa0
__cpuset_node_allowed	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	8000240	0	0	0	0	1.000000	vmlinux	__cpuset_node_allowed	[Unknown]	0xffffffff810ee520
__d_lookup_rcu	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	800024	0	0	0	0.0	vmlinux	__d_lookup_rcu	[Unknown]	0xffffffff811c9f40
__dec_zone_state	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	8000240	10400312	0	0	0	0	1.000000	vmlinux	__dec_zone_state	[Unknown]	0xffffffff81169120
__do_page_cache_readahead	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__do_page_cache_readahead	[Unknown]	0xffffffff81157a40
__do_page_fault	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	21600648	32000960	0	0	0	0	1.000000	vmlinux	__do_page_fault	[Unknown]	0xffffffff81048d00
__do_softirq	0.0		0.0		0.0		0.0	0.0	0.0	800024	4000120	0	0	0	0	0.0	vmlinux	__do_softirq	[Unknown]	0xffffffff8105d110
__find_get_block	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__find_get_block	[Unknown]	0xffffffff811e41b0
__fput	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__fput	[Unknown]	0xffffffff811b42c0
__free_pages	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__free_pages	[Unknown]	0xffffffff81151f60
__get_user_pages	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	vmlinux	__get_user_pages	[Unknown]	0xffffffff81174f90
__get_vma_policy	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	6400192	0	0	0	0	0	1.000000	vmlinux	__get_vma_policy	[Unknown]	0xffffffff81197800
__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::deallocate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::deallocate(std::_Rb_tree_node<amrex::CArena::Node>*, unsigned long)	new_allocator.h	0x4df06d
__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::deallocate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	__gnu_cxx::new_allocator<std::_Rb_tree_node<amrex::CArena::Node>>::deallocate(std::_Rb_tree_node<amrex::CArena::Node>*, unsigned long)	new_allocator.h	0x4df48b
__gnu_cxx::operator!=<amrex::FabArrayBase::CopyComTag const*, std::vector<amrex::FabArrayBase::CopyComTag, std::allocator<amrex::FabArrayBase::CopyComTag>>>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bool __gnu_cxx::operator!=<amrex::FabArrayBase::CopyComTag const*, std::vector<amrex::FabArrayBase::CopyComTag, std::allocator<amrex::FabArrayBase::CopyComTag>>>(__gnu_cxx::__normal_iterator<amrex::FabArrayBase::CopyComTag const*, std::vector<amrex::FabArrayBase::CopyComTag, std::allocator<amrex::FabArrayBase::CopyComTag>>> const&, __gnu_cxx::__normal_iterator<amrex::FabArrayBase::CopyComTag const*, std::vector<amrex::FabArrayBase::CopyComTag, std::allocator<amrex::FabArrayBase::CopyComTag>>> const&)	stl_iterator.h	0x57a617
__hrtimer_get_next_event	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	vmlinux	__hrtimer_get_next_event	[Unknown]	0xffffffff810b0d30
__hrtimer_run_queues	0.0		0.0		0.0		0.0	0.0	0.0	3200096	800024	0	0	0	0	0.0	vmlinux	__hrtimer_run_queues	[Unknown]	0xffffffff810b17a0
__inc_zone_page_state	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__inc_zone_page_state	[Unknown]	0xffffffff811690e0
__inc_zone_state	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	12800384	4000120	0	0	0	0	1.000000	vmlinux	__inc_zone_state	[Unknown]	0xffffffff81169070
__intel_pmu_disable_all	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	4000120	0	0	0	0	0.0	vmlinux	__intel_pmu_disable_all	[Unknown]	0xffffffff8101de70
__kmalloc	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	800024	0	0	0	0	0.0	vmlinux	__kmalloc	[Unknown]	0xffffffff811a0d20
__local_bh_disable_ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__local_bh_disable_ip	[Unknown]	0xffffffff8105c5f0
__local_bh_enable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	vmlinux	__local_bh_enable	[Unknown]	0xffffffff8105c660
__lru_cache_add	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600168	4000120	0	0	0	0	1.000000	vmlinux	__lru_cache_add	[Unknown]	0xffffffff811595d0
__mod_zone_page_state	0.0			0.0	0.0		0.0	0.0	0.0	40801224	19200576	0	0	0	0	1.000000	vmlinux	__mod_zone_page_state	[Unknown]	0xffffffff81167810
__next_zones_zonelist	0.0		0.0		0.0		0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	vmlinux	__next_zones_zonelist	[Unknown]	0xffffffff81167530
__page_cache_release	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	vmlinux	__page_cache_release	[Unknown]	0xffffffff81158980
__page_set_anon_rmap	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	1600048	0	0	0	0	1.000000	vmlinux	__page_set_anon_rmap	[Unknown]	0xffffffff811833b0
__pagevec_lru_add_fn	0.0				0.0	0.0	0.0	0.0	0.0	24800744	17600528	0	0	0	0	1.000000	vmlinux	__pagevec_lru_add_fn	[Unknown]	0xffffffff81158ad0
__percpu_counter_add	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	vmlinux	__percpu_counter_add	[Unknown]	0xffffffff812c7240
__perf_event_header__init_id	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__perf_event_header__init_id	[Unknown]	0xffffffff81139660
__radix_tree_create	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__radix_tree_create	[Unknown]	0xffffffff812a8b70
__radix_tree_lookup	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	800024	0	0	0	0	0.0	vmlinux	__radix_tree_lookup	[Unknown]	0xffffffff812a8e50
__radix_tree_preload	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__radix_tree_preload	[Unknown]	0xffffffff812a7fe0
__read_once_size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	0.0	xpmem.ko	__read_once_size	compiler.h	0x3955
__rmqueue.isra.86	0.0				0.0		0.0	0.0	0.0	17600528	26400792	0	0	0	0	1.000000	vmlinux	__rmqueue.isra.86	[Unknown]	0xffffffff81150bf0
__sched_text_start	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	__sched_text_start	[Unknown]	0xffffffff81501bf0
__schedule	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	285608568	96002880	0	0	0	0	1.000000	vmlinux	__schedule	[Unknown]	0xffffffff81501d00
__tlb_remove_page	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	15200456	4000120	0	0	0	0	1.000000	vmlinux	__tlb_remove_page	[Unknown]	0xffffffff81176d50
__tls_get_addr	0.0					0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	1.000000	ld-2.22.so	__tls_get_addr	[Unknown]	0x11cf0
__wake_up_bit	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__wake_up_bit	[Unknown]	0xffffffff81092fa0
_cond_resched	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	_cond_resched	[Unknown]	0xffffffff815025f0
_copy_to_user	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	92802784	0	0	0	0	0	1.000000	vmlinux	_copy_to_user	[Unknown]	0xffffffff812aea10
_dl_lookup_symbol_x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	ld-2.22.so	_dl_lookup_symbol_x	[Unknown]	0x9890
_dl_relocate_object	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	ld-2.22.so	_dl_relocate_object	[Unknown]	0xb040
_find_next_bit.part.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	_find_next_bit.part.0	[Unknown]	0xffffffff812b64e0
_raw_read_lock	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	_raw_read_lock	[Unknown]	0xffffffff815058d0
_raw_spin_lock	0.0				0.0		0.0	0.0	0.0	125603768	61601848	0	0	0	0	1.000000	vmlinux	_raw_spin_lock	[Unknown]	0xffffffff815057c0
_raw_spin_lock_irqsave	0.0		0.0		0.0		0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	_raw_spin_lock_irqsave	[Unknown]	0xffffffff81505700
_raw_spin_trylock	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	3200096	0	0	0	0	0.0	vmlinux	_raw_spin_trylock	[Unknown]	0xffffffff81505790
_raw_spin_unlock_irqrestore	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	2400072	0	0	0	0	0.0	vmlinux	_raw_spin_unlock_irqrestore	[Unknown]	0xffffffff81505620
_tr_flush_block	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	1600048	0	0	0	0	0.0	libtpsstool.so	_tr_flush_block	[Unknown]	0x5f4750
account_process_tick	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	account_process_tick	[Unknown]	0xffffffff81085780
acct_account_cputime	0.0	0.0	0.0		0.0		0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	acct_account_cputime	[Unknown]	0xffffffff8110ceb0
activate_page	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	activate_page	[Unknown]	0xffffffff81159770
actual_eos_bottom	0.0				0.0		0.0	0.0	0.0	363210896	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x91800d
actual_eos_bottom	0.0					0.0	0.0	0.0	0.0	126403792	128803864	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x918d7e
actual_eos_bottom	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8800264	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x91777d
actual_eos_cv	0.0	14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_cv	gamma_law.F90	0x9187a0
actual_eos_hi	0.0		0.0		0.0		0.0	0.0	0.0	180805424	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_hi	gamma_law.F90	0x918ba0
actual_eos_re	0.0		0.0		0.0		0.0	0.0	0.0	1600048	198405952	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_re	gamma_law.F90	0x917e20
actual_eos_top	0.0					0.0	0.0	0.0	0.0	335210056	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x918ba0
actual_eos_top	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16800504	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x917590
actual_eos_top	0.0				0.0		0.0	0.0	0.0	192805784	800024	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x917e20
actual_eos_top	0.0				0.0		0.0	0.0	0.0	200006000	3200096	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x9187a0
actual_eos_tp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	28000840	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_tp	gamma_law.F90	0x917590
actual_eos_wb	0.0				0.0		0.0	0.0	0.0	834425032	55201656	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x918ba0
actual_eos_wb	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1199235976	167205016	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x917e20
actual_eos_wb	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	232006960	84002520	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x9187a0
actual_eos_wb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10400312	9600288	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x917590
actual_eos_ytx	0.0			0.0		0.0	0.0	0.0	0.0	676020280	264807944	0	3200096	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_ytx	gamma_law.F90	0x918440
actual_transport	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	17600528	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_transport	actual_transport.f90	0x6b4e10
