amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/7pts.nid00121'
 amplxe: Executing actions  0 %                                                  amplxe: Executing actions  0 % Finalizing results                               amplxe: Executing actions 50 % Finalizing results                               amplxe: Executing actions 50 % Generating a report                              amplxe: Executing actions 50 % Setting data model parameters                    amplxe: Executing actions 75 % Setting data model parameters                    amplxe: Executing actions 75 % Generating a report                              amplxe: Executing actions 100 % Generating a report                             amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
pc_enforce_consistent_e	0.019000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_enforce_consistent_e	PeleC_util.F90	0x9539c0
strncmp	0.019000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-dynamic.so	strncmp	[Unknown]	0x42530
trace_hardirqs_off	0.019000	95.7	25.6	0.0	0.0	0.0	0.0	51.3	0.0	18400552	0	0	0	0	0	1.000000	vmlinux	trace_hardirqs_off	[Unknown]	0xffffffff81123a70
llvm::DWARFUnit::setDIERelations	0.017000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	4000120	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFUnit::setDIERelations(void)	[Unknown]	0x3a7c0
pagevec_lru_move_fn	0.017000	59.9	60.6	0.0	0.0	0.0	0.0	0.0	0.0	4000120	3200096	0	0	0	0	1.000000	vmlinux	pagevec_lru_move_fn	[Unknown]	0xffffffff81159460
restore_regs_and_iret	0.017000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	restore_regs_and_iret	[Unknown]	0xffffffff81506809
tick_program_event	0.017000	50.0	0.0	39.2	0.0	39.2	0.0	39.2	0.0	0	0	0	0	0	0	0.0	vmlinux	tick_program_event	[Unknown]	0xffffffff810bf3a0
__intel_pmu_disable_all	0.016000	0.0	0.0	0.0	0.0	31.7	0.0	0.0	0.0	800024	3200096	0	0	0	0	1.000000	vmlinux	__intel_pmu_disable_all	[Unknown]	0xffffffff8101de70
__update_cpu_load	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	__update_cpu_load	[Unknown]	0xffffffff81086bd0
find_next_iomem_res	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	vmlinux	find_next_iomem_res	[Unknown]	0xffffffff8105e150
follow_page_mask	0.016000	33.3	0.0	71.4	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	1.000000	vmlinux	follow_page_mask	[Unknown]	0xffffffff81174ad0
iso_c_binding_mp_c_loc_private_	0.016000	0.0	0.0	0.0	0.0	49.4	24.7	0.0	0.0	800024	0	0	0	0	0	0.0	libifcore.so.5	iso_c_binding_mp_c_loc_private_	[Unknown]	0x105db0
ktime_get_update_offsets_now	0.016000		0.0	0.0	0.0	44.4	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	ktime_get_update_offsets_now	[Unknown]	0xffffffff810b8140
local_apic_timer_interrupt	0.016000		29.0	29.0	0.0	0.0	0.0	87.0	0.0	0	0	0	0	0	0	0.0	vmlinux	local_apic_timer_interrupt	[Unknown]	0xffffffff81039870
operator new	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	19.6	0.0	1600048	0	0	0	0	0	0.0	libstdc++.so.6.0.20	operator new(unsigned long)	[Unknown]	0x5e860
policy_zonelist	0.016000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	8800264	800024	0	0	0	0	1.000000	vmlinux	policy_zonelist	[Unknown]	0xffffffff81195b40
sched_avg_update	0.016000	0.0	0.0	0.0	0.0	0.0	0.0	44.4	0.0	0	0	0	0	0	0	0.0	vmlinux	sched_avg_update	[Unknown]	0xffffffff8107f180
__cpuset_node_allowed	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	4000120	0	0	0	0	1.000000	vmlinux	__cpuset_node_allowed	[Unknown]	0xffffffff810ee520
__libm_sse2_sincos	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libimf.so	__libm_sse2_sincos	[Unknown]	0x989d0
func@0x409240	0.015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141604248	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x409240	[Unknown]	0x409240
memcpy_erms	0.015000	41.1	26.7	0.0	0.0	0.0	0.0	53.3	0.0	3200096	3200096	0	0	0	0	1.000000	vmlinux	memcpy_erms	[Unknown]	0xffffffff812afd30
ppm	0.015000	0.0	0.0	0.0	0.0	30.3	30.3	0.0	0.0	1600048	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	ppm	ppm_3d.f90	0x714880
prepare_exit_to_usermode	0.015000	0.0	0.0	51.3	0.0	0.0	51.3	0.0	0.0	1600048	800024	0	0	0	0	1.000000	vmlinux	prepare_exit_to_usermode	[Unknown]	0xffffffff810028a0
rcu_all_qs	0.015000	0.0	0.0	35.1	0.0	35.1	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	rcu_all_qs	[Unknown]	0xffffffff810a8a60
timerqueue_add	0.015000	100.0	88.9	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	vmlinux	timerqueue_add	[Unknown]	0xffffffff812aaea0
xpmem_vaddr_to_pte_offset	0.015000	30.8	0.0	88.9	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	xpmem.ko	xpmem_vaddr_to_pte_offset	xpmem_pfn.c	0x2860
func@0x797d0	0.014000		0.0	0.0	0.0	0.0	0.0	51.3	0.0	800024	800024	0	0	0	0	1.000000	libstdc++.so.6.0.20	func@0x797d0	[Unknown]	0x797d0
llist_add_batch	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	vmlinux	llist_add_batch	[Unknown]	0xffffffff812b65e0
llist_reverse_order	0.014000	0.0	0.0	0.0	0.0	0.0	0.0	83.3	0.0	0	0	0	0	0	0	0.0	vmlinux	llist_reverse_order	[Unknown]	0xffffffff812b6650
llvm::DWARFFormValue::skipValue	0.014000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	2400072	0	0	0	0	1.000000	libpin3dwarf.so	llvm::DWARFFormValue::skipValue(unsigned short, llvm::DataExtractor, unsigned int*, llvm::DWARFUnit const*)	[Unknown]	0x4be90
std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>	0.014000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	800024	0	0	0	0	0.0	libpin3dwarf.so	std::__1::__tree_iterator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__tree_node<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, void*>*, long> std::__1::__tree<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::__map_value_compare<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>, std::__1::less<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, (bool)1>, std::__1::allocator<std::__1::__value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, Subprogram>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)	[Unknown]	0x397b0
[Import thunk free]	0.013000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	0	0	0	0	0	1.000000	libintlc.so.5	[Import thunk free]	[Unknown]	0x8878
_raw_spin_unlock_irqrestore	0.013000		66.7	0.0	0.0	0.0	0.0	66.7	0.0	1600048	0	0	0	0	0	0.0	vmlinux	_raw_spin_unlock_irqrestore	[Unknown]	0xffffffff81505620
amrex::MFIter::tilebox	0.013000	1.6	95.2	0.0	0.0	0.0	95.2	4.8	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::MFIter::tilebox(void) const	AMReX_MFIter.cpp	0x5693cd
anon_vma_prepare	0.013000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2400072	0	0	0	0	1.000000	vmlinux	anon_vma_prepare	[Unknown]	0xffffffff81184320
bl_deallocate_r1	0.013000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bl_deallocate_r1	AMReX_mempool_f.f90	0x6c6ce0
do_lookup_x	0.013000	-0.0	0.0	0.0	0.0	0.0	0.0	66.7	0.0	800024	800024	0	0	0	0	0.0	ld-2.22.so	do_lookup_x	[Unknown]	0x8c30
get_task_policy.part.32	0.013000	0.0	0.0	0.0	0.0	55.6	0.0	55.6	0.0	0	0	0	0	0	0	1.000000	vmlinux	get_task_policy.part.32	[Unknown]	0xffffffff81195f90
xpmem_pin_page	0.013000	0.0	0.0	66.7	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_pin_page	xpmem_pfn.c	0x31af
xpmem_tg_deref	0.013000		63.5	0.0	0.0	63.5	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_tg_deref	xpmem_misc.c	0x3720
[Import thunk _mm_free]	0.012000	0.0	0.0	0.0	0.0	0.0	0.0	41.7	0.0	10400312	0	0	0	0	0	0.0	libifcore.so.5	[Import thunk _mm_free]	[Unknown]	0x1be08
[Import thunk _mm_malloc]	0.012000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4800144	0	0	0	0	0	0.0	libifcore.so.5	[Import thunk _mm_malloc]	[Unknown]	0x1b308
__acct_update_integrals	0.012000		44.4	0.0	0.0	100.0	0.0	100.0	0.0	800024	800024	800024	0	0	0	0.0	vmlinux	__acct_update_integrals	[Unknown]	0xffffffff8110ca50
free_hot_cold_page_list	0.012000		0.0	0.0	0.0	0.0	37.0	37.0	0.0	1600048	2400072	0	0	0	0	0.0	vmlinux	free_hot_cold_page_list	[Unknown]	0xffffffff81152290
func@0x616d10	0.012000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	800024	0	0	0	0	0.0	libtpsstool.so	func@0x616d10	[Unknown]	0x616d10
shift_bound_d2	0.012000		0.0	0.0	0.0	0.0	66.7	0.0	0.0	800024	2400072	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	shift_bound_d2	AMReX_mempool_f.f90	0x6c5a4b
tpss_mutex_lock	0.012000	0.0	0.0	0.0	0.0	47.6	0.0	95.2	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	tpss_mutex_lock	[Unknown]	0x62dff0
update_cfs_shares	0.012000	0.0	0.0	0.0	0.0	74.1	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	update_cfs_shares	[Unknown]	0xffffffff81087190
[Import thunk MPIDU_Sched_are_pending]	0.011000	0.0	0.0	0.0	0.0	0.0	31.7	0.0	0.0	0	0	0	0	0	0	0.0	libmpich_intel.so.3.0.1	[Import thunk MPIDU_Sched_are_pending]	[Unknown]	0x87760
[Import thunk for_dealloc_allocatable]	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10400312	0	0	0	0	0	0.0	libifcore.so.5	[Import thunk for_dealloc_allocatable]	[Unknown]	0x1b478
[Import thunk sched_yield]	0.011000	0.0	0.0	0.0	0.0	0.0	95.2	0.0	0.0	11200336	0	0	0	0	0	1.000000	libiomp5.so	[Import thunk sched_yield]	[Unknown]	0x22378
amrex::ForEachImpl<amrex::BaseFab<int>, amrex::BaseFab<int>::plus(int, amrex::Box const&, int, int)::{lambda(int&)#1}>	0.011000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	void amrex::ForEachImpl<amrex::BaseFab<int>, amrex::BaseFab<int>::plus(int, amrex::Box const&, int, int)::{lambda(int&)#1}>(amrex::BaseFab<int>&, amrex::Box const&, int, int, amrex::BaseFab<int>::plus(int, amrex::Box const&, int, int)::{lambda(int&)#1})	AMReX_BaseFab.H	0x563750
func@0xc4c10	0.011000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	3200096	0	0	0	0	0.0	libtpsstool.so	func@0xc4c10	[Unknown]	0xc4c10
irq_enter	0.011000	45.9	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	irq_enter	[Unknown]	0xffffffff8105d560
lapic_next_deadline	0.011000	0.0	0.0	0.0	0.0	30.3	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	lapic_next_deadline	[Unknown]	0xffffffff81039570
perf_event_aux.part.65	0.011000		74.1	0.0	0.0	0.0	0.0	74.1	0.0	800024	800024	0	0	0	0	0.0	vmlinux	perf_event_aux.part.65	[Unknown]	0xffffffff8113c560
rcu_process_callbacks	0.011000	-0.0	0.0	0.0	0.0	0.0	0.0	74.1	0.0	800024	0	0	0	0	0	0.0	vmlinux	rcu_process_callbacks	[Unknown]	0xffffffff810ab6a0
rcu_sched_qs	0.011000		47.6	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	1.000000	vmlinux	rcu_sched_qs	[Unknown]	0xffffffff810abcc0
sal_get_tsd	0.011000	-0.0	0.0	0.0	0.0	66.7	0.0	66.7	0.0	0	0	0	0	0	0	1.000000	libtpsstool.so	sal_get_tsd	[Unknown]	0x62dae6
trace_hardirqs_on	0.011000	45.2	47.6	0.0	0.0	0.0	0.0	95.2	0.0	4000120	0	0	0	0	0	1.000000	vmlinux	trace_hardirqs_on	[Unknown]	0xffffffff811241c0
[Import thunk for_allocate]	0.010000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libifcore.so.5	[Import thunk for_allocate]	[Unknown]	0x1b228
[Import thunk malloc]	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16000480	0	0	0	0	0	1.000000	libintlc.so.5	[Import thunk malloc]	[Unknown]	0x8678
__kmp_get_global_thread_id_reg	0.010000	0.0	44.4	0.0	44.4	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_get_global_thread_id_reg	kmp_runtime.cpp	0x8f950
__x2apic_send_IPI_mask	0.010000	-0.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	__x2apic_send_IPI_mask	[Unknown]	0xffffffff8103fd90
amrex::BaseFab<int>::Accumulate<int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1}>	0.010000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	int amrex::BaseFab<int>::Accumulate<int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1}>(amrex::Box const&, int, int, int, amrex::BaseFab<int>::max(amrex::Box const&, int) constconst::{lambda(intint const&)#1})	AMReX_BaseFab.H	0x5634a0
check_previous_call_instruction	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	1.000000	libtpsstool.so	check_previous_call_instruction	[Unknown]	0x61bbe0
error_exit	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	error_exit	[Unknown]	0xffffffff81508310
llvm::DWARFDebugInfoEntryMinimal::getAttributeValue	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3200096	3200096	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFDebugInfoEntryMinimal::getAttributeValue(llvm::DWARFUnit const*, unsigned short, llvm::DWARFFormValue&) const	[Unknown]	0x4ac00
perf_mux_hrtimer_handler	0.010000	33.3	44.4	0.0	0.0	0.0	0.0	0.0	0.0	0	800024	0	0	0	0	0.0	vmlinux	perf_mux_hrtimer_handler	[Unknown]	0xffffffff8113f820
set_bc_mask	0.010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	set_bc_mask	set_bc_mask_3d.f90	0x72d230
__kmpc_master	0.009000	34.1	31.7	0.0	0.0	0.0	0.0	63.5	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmpc_master	kmp_csupport.cpp	0x5dbe0
__wake_up_bit	0.009000		60.6	0.0	0.0	60.6	0.0	60.6	0.0	0	0	0	0	0	0	0.0	vmlinux	__wake_up_bit	[Unknown]	0xffffffff81092fa0
_find_next_bit.part.0	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	_find_next_bit.part.0	[Unknown]	0xffffffff812b64e0
amrex::BLProfiler::BLProfiler	0.009000	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::BLProfiler(std::string const&)	AMReX_BLProfiler.cpp	0x580f60
amrex::coarsen	0.009000	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	800024	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::coarsen(amrex::Box const&, amrex::IntVect const&)	AMReX_Box.cpp	0x4f3e00
amrex::update_fab_stats	0.009000		100.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::update_fab_stats(long, long, unsigned long)	AMReX_BaseFab.cpp	0x521b10
format_decode	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4000120	1600048	0	0	0	0	1.000000	vmlinux	format_decode	[Unknown]	0xffffffff812ab3b0
llvm::DWARFAbbreviationDeclarationSet::getAbbreviationDeclaration	0.009000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8000240	0	0	0	0	0	0.0	libpin3dwarf.so	llvm::DWARFAbbreviationDeclarationSet::getAbbreviationDeclaration(unsigned int) const	[Unknown]	0x52350
perf_event_task_tick	0.009000	0.0	0.0	0.0	0.0	41.7	41.7	0.0	0.0	800024	1600048	0	0	0	0	0.0	vmlinux	perf_event_task_tick	[Unknown]	0xffffffff8113fc80
LEVEL_BASE::StringHex32	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5600168	0	0	0	0	0.0	libtpsstool.so	LEVEL_BASE::StringHex32(unsigned int, unsigned int, bool)	[Unknown]	0x646390
LEVEL_VM::VmLog	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400072	0	0	0	0	0	0.0	pinbin	LEVEL_VM::VmLog(char const*, std::string)	[Unknown]	0x2ab1d0
__kmpc_critical_with_hint	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmpc_critical_with_hint	kmp_csupport.cpp	0x5d280
_intel_fast_memset	0.008000		74.1	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libintlc.so.5	_intel_fast_memset	[Unknown]	0x184c0
amrex::CArena::Node::size	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::CArena::Node::size(void) const	AMReX_CArena.H	0x4deebd
bl_allocate_r1	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	bl_allocate_r1	AMReX_mempool_f.f90	0x6c5860
call_function_single_interrupt	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	call_function_single_interrupt	[Unknown]	0xffffffff81507230
func@0x79830	0.008000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	800024	0	0	0	0	1.000000	libstdc++.so.6.0.20	func@0x79830	[Unknown]	0x79830
func@0x79890	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	0	0	0	0	0	1.000000	libstdc++.so.6.0.20	func@0x79890	[Unknown]	0x79890
mutex_unlock	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	mutex_unlock	[Unknown]	0xffffffff81503d10
number.isra.14	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1600048	3200096	0	0	0	0	0.0	vmlinux	number.isra.14	[Unknown]	0xffffffff812acb90
rcu_irq_enter	0.008000	0.0	0.0	0.0	0.0	33.3	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	rcu_irq_enter	[Unknown]	0xffffffff810abea0
run_posix_cpu_timers	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	run_posix_cpu_timers	[Unknown]	0xffffffff810b5650
smp_apic_timer_interrupt	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	0	0	0	0	0	0.0	vmlinux	smp_apic_timer_interrupt	[Unknown]	0xffffffff81508ce0
tpss_mutex_unlock	0.008000	-0.0	0.0	0.0	0.0	0.0	0.0	55.6	0.0	0	0	0	0	0	0	0.0	libtpsstool.so	tpss_mutex_unlock	[Unknown]	0x62e000
xpmem_clear_PTEs_range	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_clear_PTEs_range	xpmem_attach.c	0x23f0
xpmem_vaddr_to_pte_size	0.008000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	xpmem.ko	xpmem_vaddr_to_pte_size	xpmem_pfn.c	0x2efd
PeleC::getMOLSrcTerm$omp$parallel@101	0.007000	-0.0	0.0	74.1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	PeleC::getMOLSrcTerm$omp$parallel@101	PeleC_MOL.cpp	0x67a9cd
__kmp_join_barrier	0.007000		0.0	0.0	0.0	37.0	0.0	100.0	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_join_barrier(int)	kmp_barrier.cpp	0x592b0
__memmove_ssse3_back	0.007000		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	libc-2.22.so	__memmove_ssse3_back	[Unknown]	0x138f80
amrex::BLProfiler::stop	0.007000	0.0	0.0	0.0	0.0	66.7	0.0	66.7	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BLProfiler::stop(void)	AMReX_BLProfiler.cpp	0x590ee0
amrex::Box::index	0.007000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::Box::index(amrex::IntVect const&) const	AMReX_Box.H	0x68006b
amrex::BoxArray::operator[]	0.007000	-0.0	0.0	0.0	0.0	100.0	51.3	0.0	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BoxArray::operator[](int) const	AMReX_BoxArray.cpp	0x50bb20
amrex::MFIter::MFIter	0.007000	-0.0	0.0	95.2	0.0	0.0	0.0	95.2	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::MFIter::MFIter(amrex::FabArrayBase const&, bool)	AMReX_MFIter.cpp	0x566f60
cancel_charge	0.007000		66.7	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	vmlinux	cancel_charge	[Unknown]	0xffffffff811a7030
cpu_needs_another_gp	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	66.7	0.0	800024	0	0	0	0	0	0.0	vmlinux	cpu_needs_another_gp	[Unknown]	0xffffffff810a8ab0
eos_tp	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	eos_tp	eos.F90	0x916230
flush_tlb_mm_range	0.007000	0.0	0.0	74.1	0.0	0.0	0.0	74.1	0.0	0	0	0	0	0	0	1.000000	vmlinux	flush_tlb_mm_range	[Unknown]	0xffffffff8104f8e0
func@0x408ff0	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	800024	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x408ff0	[Unknown]	0x408ff0
func@0x4090f0	0.007000		0.0	0.0	0.0	0.0	0.0	100.0	0.0	3200096	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x4090f0	[Unknown]	0x4090f0
func@0x40a2e0	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	2400072	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	func@0x40a2e0	[Unknown]	0x40a2e0
get_vma_policy	0.007000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800024	4800144	0	0	0	0	1.000000	vmlinux	get_vma_policy	[Unknown]	0xffffffff81197850
idle_cpu	0.007000		60.6	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	vmlinux	idle_cpu	[Unknown]	0xffffffff81081cb0
kmp_basic_flag_native<unsigned long long>::notdone_check	0.007000	-0.0	0.0	0.0	0.0	95.2	0.0	0.0	0.0	0	0	0	0	0	0	1.000000	libiomp5.so	kmp_basic_flag_native<unsigned long long>::notdone_check(void)	kmp_wait_release.h	0x561fc
