amplxe: Using result path `/scratch2/scratchdirs/marchdf/pelec-filter-scaling/vtune/7pts.nid00121'
amplxe: Executing actions  0 %                                                 amplxe: Executing actions  0 % Finalizing results                              amplxe: Executing actions 50 % Finalizing results                              amplxe: Executing actions 50 % Generating a report                             amplxe: Executing actions 50 % Setting data model parameters                   amplxe: Executing actions 75 % Setting data model parameters                   amplxe: Executing actions 75 % Generating a report                             amplxe: Executing actions 100 % Generating a report                            amplxe: Executing actions 100 % done                                           
Function	CPU Time	Memory Bound(%)	Memory Bound:L1 Bound(%)	Memory Bound:L2 Bound(%)	Memory Bound:L3 Bound(%)	Memory Bound:DRAM Bound(%)	Memory Bound:DRAM Bound:Memory Bandwidth(%)	Memory Bound:DRAM Bound:Memory Latency(%)	Memory Bound:DRAM Bound:Memory Latency:Remote / Local memory Ratio	Loads	Stores	LLC Miss Count	LLC Miss Count:Local DRAM Access Count	LLC Miss Count:Remote DRAM Access Count	LLC Miss Count:Remote Cache Access Count	Average Latency (cycles)	Module	Function (Full)	Source File	Start Address
pc_move_transport_coeffs_to_ec	3.045001	23.8	0.0	4.9	8.5	0.0	5.8	2.6	0.0	529615888	54401632	0	800024	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_move_transport_coeffs_to_ec	Diffusion_nd.f90	0x6fa1b0
pc_compute_tangential_vel_derivs	2.988001	10.6	0.2	0.0	0.0	5.0	7.3	0.6	0.0	1148834464	158404752	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_compute_tangential_vel_derivs	grad_utils_3d.F90	0x9abd30
fort_fab_copy	2.940001	55.7	18.5	0.0	1.4	32.1	24.5	55.1	0.0	29600888	33601008	16800504	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_copy	AMReX_BaseFab_nd.f90	0x6b52f0
actual_eos_wb	2.666001	24.0	4.4	0.6	0.0	2.3	3.3	5.4	0.0	1208836264	157604728	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x918ba0
clear_page_c_e	2.631001	46.0	0.6	0.0	0.0	0.2	0.9	11.9	0.0	5600168	196005880	0	0	0	0	1.000000	vmlinux	clear_page_c_e	[Unknown]	0xffffffff812ae740
actual_eos_top	2.321001	24.9	4.5	0.0	2.5	0.0	6.5	4.7	0.0	505615168	1600048	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x918ba0
get_sfs_stresses_zdir	2.274001	38.6	2.6	0.0	6.7	0.0	4.4	5.7	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_zdir	lesterm_3d.f90	0x7309f5
for_realloc_lhs	2.244001	32.1	5.3	0.0	1.3	0.0	4.5	10.1	0.0	1400042000	181605448	0	1600048	0	0	1.000000	libifcore.so.5	for_realloc_lhs	[Unknown]	0x6eef0
tpss_free_mod1_ver0	2.221001	14.2	4.1	0.0	2.3	0.0	4.1	12.5	0.0	1277638328	1013630408	0	0	0	0	1.000000	libtpsstool.so	tpss_free_mod1_ver0	[Unknown]	0x32fc30
actual_eos_bottom	2.125001	72.0	11.5	0.0	0.0	0.5	1.8	12.8	0.0	287208616	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x91800d
amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()	2.109001	62.1	0.0	3.0	19.6	0.0	7.1	7.9	0.0	355210656	171205136	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()(double&) const	AMReX_BaseFab.H	0x67ce56
actual_eos_top	2.072001	100.0	1.4	0.0	0.0	1.1	3.3	2.2	0.0	79202376	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_top	gamma_law.F90	0x9187a0
consup	2.068001	66.8	15.2	0.0	11.2	20.4	27.2	10.1	0.0	593617808	97602928	2400072	1600048	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	consup	PeleC_advection_3d.F90	0x9c89c0
umeth3d	1.885001	48.1	4.3	0.0	6.1	0.0	9.1	14.9	0.0	323209696	117603528	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	umeth3d	PeleC_advection_3d.F90	0x9b3e50
__kmp_x86_pause	1.821000	1.3	3.1	0.0	0.0	0.6	7.5	26.2	0.0	0	0	0	0	0	0	0.0	libiomp5.so	__kmp_x86_pause	kmp.h	0x58e68
_INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_hyper_barrier_release	1.806000	1.0	0.6	0.0	0.0	0.0	8.1	24.0	0.0	0	0	0	0	0	0	1.000000	libiomp5.so	_INTERNAL_25_______src_kmp_barrier_cpp_ce635104::__kmp_hyper_barrier_release(barrier_type, kmp_info*, int, int, int, void*)	kmp_barrier.cpp	0x587c0
memmove	1.690000	36.2	3.9	0.0	1.4	2.5	7.1	12.0	0.0	819224576	552816584	800024	800024	0	0	1.000000	libc-dynamic.so	memmove	[Unknown]	0x1c230
actual_eos_wb	1.632000	19.3	2.1	0.0	0.0	0.7	4.1	8.6	0.0	886426592	167205016	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x917e20
pc_diffextrap	1.516000	90.3	35.1	0.0	29.9	44.5	0.7	3.7	0.0	14400432	0	4000120	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_diffextrap	Diffusion_nd.f90	0x6fe320
tpss_thread_manager_enter	1.505000	8.5	0.7	1.5	0.0	0.4	3.0	14.9	0.0	952828584	294408832	0	0	0	0	1.000000	libtpsstool.so	tpss_thread_manager_enter	[Unknown]	0x5f9840
fort_fab_plus	1.486000	4.3	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0	0	7200216	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_plus	AMReX_BaseFab_nd.f90	0x6b73a0
transy1	1.444000	40.1	8.2	0.0	2.0	0.0	16.4	10.5	0.0	778423352	100003000	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transy1	trans_3d.F90	0x98f1d0
transx1	1.368000	36.9	7.0	0.0	3.3	0.0	15.9	23.8	0.0	815224456	115203456	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	transx1	trans_3d.F90	0x987d50
cmpflx	1.303000	55.3	8.8	0.0	10.2	0.0	23.1	7.9	0.0	364010920	180805424	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	cmpflx	riemann_3d.F90	0x9d3100
OS_BARESYSCALL_DoCallAsmIntel64Linux	1.178000	13.4	3.5	0.5	0.0	0.0	2.5	10.9	0.0	56801704	120803624	0	0	0	0	1.000000	libc-dynamic.so	OS_BARESYSCALL_DoCallAsmIntel64Linux	[Unknown]	0x70dec
srctoprim	1.146000	100.0	9.6	0.0	7.5	26.3	15.1	3.0	0.0	62401872	38401152	800024	1600048	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	srctoprim	advection_util_nd.F90	0x95f870
__intel_memset	1.132000	34.4	1.0	0.0	0.0	1.0	5.5	15.1	0.0	39201176	72002160	0	0	0	0	1.000000	libintlc.so.5	__intel_memset	[Unknown]	0x55040
__kmp_yield	1.058000	9.0	11.0	0.0	0.0	0.6	5.2	34.7	0.0	30400912	0	0	0	0	0	1.000000	libiomp5.so	__kmp_yield	z_Linux_util.cpp	0xc8b20
page_fault	1.052000	14.9	4.1	0.0	0.0	8.8	9.8	13.9	0.0	0	8800264	0	0	0	0	0.0	vmlinux	page_fault	[Unknown]	0xffffffff81508000
actual_eos_bottom	1.047000	57.0	16.8	2.2	3.4	0.0	3.9	10.6	0.0	186405592	340010200	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_bottom	gamma_law.F90	0x918d7e
amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()	1.046000	87.8	10.5	0.0	0.0	11.0	4.4	1.7	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	amrex::BaseFab<double>::mult(double, amrex::Box const&, int, int)::{lambda(double&)#1}::operator()(double&) const	AMReX_BaseFab.H	0x680044
func@0x5f3fd7	1.021000	3.9	2.9	0.0	0.0	0.0	9.2	14.9	0.0	230406912	263207896	0	0	0	0	1.000000	libtpsstool.so	func@0x5f3fd7	[Unknown]	0x5f3fd7
get_sfs_stresses_ydir	0.975000	40.5	3.0	0.0	4.8	0.0	6.0	1.8	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_ydir	lesterm_3d.f90	0x72f6e8
tpss_malloc_mod1_ver0	0.946000	15.9	5.1	0.0	6.8	0.0	8.5	9.0	0.0	595217856	710421312	0	0	0	0	1.000000	libtpsstool.so	tpss_malloc_mod1_ver0	[Unknown]	0x19e460
actual_eos_ytx	0.937000	29.9	11.6	0.0	0.0	1.3	5.8	6.5	0.0	1012030360	668820064	0	4800144	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_ytx	gamma_law.F90	0x918440
OS_SyscallDo	0.888000	13.2	4.6	0.0	0.0	0.0	5.2	8.5	0.0	253607608	475214256	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallDo	[Unknown]	0x70e90
SyS_clock_gettime	0.878000	78.4	26.4	1.4	0.0	0.0	2.7	12.9	0.0	6400192	0	0	0	0	0	1.000000	vmlinux	SyS_clock_gettime	[Unknown]	0xffffffff810b3e80
tpss_tp_free_post_cbk	0.860000	35.0	5.6	0.0	1.4	0.0	2.8	17.6	0.0	165604968	113603408	0	0	0	0	1.000000	libtpsstool.so	tpss_tp_free_post_cbk	[Unknown]	0x5bc010
func@0x5a44a0	0.843000	21.9	4.1	0.0	0.7	0.0	4.7	6.1	0.0	350410512	271208136	0	0	0	0	1.000000	libtpsstool.so	func@0x5a44a0	[Unknown]	0x5a44a0
__libc_malloc	0.837000	25.3	7.5	0.0	2.0	0.0	5.4	8.2	0.0	316009480	101603048	0	0	0	0	1.000000	libc-2.22.so	__libc_malloc	[Unknown]	0x7b3d0
get_transport_coeffs	0.787000	59.0	7.6	0.0	4.6	0.0	2.3	4.6	0.0	238407152	71202136	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_transport_coeffs	transport.F90	0x919670
pc_derenstrophy	0.779000	0.0	6.0	0.0	0.0	0.0	0.0	1.5	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_derenstrophy	Derive_nd.f90	0x6efbc0
_raw_spin_lock	0.727000	83.8	49.1	0.0	0.0	2.9	3.7	18.3	0.0	41601248	41601248	0	0	0	0	1.000000	vmlinux	_raw_spin_lock	[Unknown]	0xffffffff815057c0
uflaten	0.717000	100.0	3.3	0.0	2.5	0.0	13.3	19.1	0.0	148004440	49601488	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	uflaten	flatten_nd.F90	0x980370
adler32_z	0.710000	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.0	703221096	80802424	0	0	0	0	1.000000	libtpsstool.so	adler32_z	[Unknown]	0x5f5040
_int_free	0.683000	8.5	0.8	0.0	5.9	0.0	4.2	11.9	0.0	227206816	107203216	0	0	0	0	1.000000	libc-2.22.so	_int_free	[Unknown]	0x77dc0
read_tsc	0.678000	42.1	16.4	0.0	0.0	0.0	2.2	13.4	0.0	102403072	10400312	0	0	0	0	1.000000	vmlinux	read_tsc	[Unknown]	0xffffffff8100db90
func@0x5e9940	0.673000	55.0	18.5	0.0	0.0	0.9	2.6	27.3	0.0	133604008	61601848	0	0	0	0	1.000000	libtpsstool.so	func@0x5e9940	[Unknown]	0x5e9940
down_read_trylock	0.657000	51.4	25.3	0.0	0.0	19.7	0.9	37.5	0.0	7200216	3200096	0	0	0	0	1.000000	vmlinux	down_read_trylock	[Unknown]	0xffffffff81097350
MPIDI_CH3I_Progress	0.656000		1.8	0.0	0.0	0.0	11.6	17.8	0.0	800024	36801104	0	0	0	0	1.000000	libmpich_intel.so.3.0.1	MPIDI_CH3I_Progress	[Unknown]	0x213820
func@0x5ea8e0	0.636000	4.5	0.0	0.9	0.0	0.9	6.4	16.4	0.0	310409312	186405592	0	0	0	0	1.000000	libtpsstool.so	func@0x5ea8e0	[Unknown]	0x5ea8e0
compute_temp	0.632000	25.9	2.9	0.0	0.0	1.0	21.1	24.0	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	compute_temp	PeleC_util.F90	0x955d60
func@0x5f3ef4	0.631000	7.8	4.3	0.0	0.0	0.0	5.2	18.9	0.0	606418192	34401032	0	0	0	0	1.000000	libtpsstool.so	func@0x5f3ef4	[Unknown]	0x5f3ef4
copy_user_enhanced_fast_string	0.629000	19.3	1.0	1.0	0.0	5.1	7.1	8.1	0.0	189605688	64801944	800024	0	0	0	1.000000	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff812aeb70
reset_internal_e	0.614000	12.8	10.4	0.0	1.9	0.0	95.1	4.9	0.0	0	0	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	reset_internal_e	PeleC_util.F90	0x953e70
pc_estdt	0.569000		0.0	0.0	0.0	0.0	1.1	1.1	0.0	147204416	153604608	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_estdt	timestep.F90	0x97ae70
error_entry	0.531000	0.0	0.0	0.0	0.0	4.9	1.2	16.0	0.0	800024	6400192	0	0	0	0	0.0	vmlinux	error_entry	[Unknown]	0xffffffff81508200
actual_eos_wb	0.500000	0.0	0.0	1.2	0.0	0.0	2.4	1.2	0.0	16000480	35201056	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_wb	gamma_law.F90	0x9187a0
applibc___errno_location	0.500000	38.4	4.5	0.0	3.4	0.0	6.8	11.3	0.0	35201056	21600648	0	0	0	0	1.000000	libtpsstool.so	applibc___errno_location	[Unknown]	0xc1000
func@0x5f3e78	0.495000	1.3	1.2	0.0	0.0	0.0	4.9	17.0	0.0	275208256	105603168	0	0	0	0	1.000000	libtpsstool.so	func@0x5f3e78	[Unknown]	0x5f3e78
OS_SyscallReturnValue	0.494000	100.0	5.9	1.2	0.0	0.0	2.4	8.2	0.0	57601728	0	0	0	0	0	1.000000	libc-dynamic.so	OS_SyscallReturnValue	[Unknown]	0x71000
func@0xbf1d0	0.453000	7.8	4.2	0.0	7.1	0.0	4.2	18.4	0.0	51201536	34401032	0	0	0	0	1.000000	libtpsstool.so	func@0xbf1d0	[Unknown]	0xbf1d0
getrawmonotonic64	0.453000	23.9	8.9	0.0	0.0	0.0	2.5	7.6	0.0	88802664	189605688	0	0	0	0	1.000000	vmlinux	getrawmonotonic64	[Unknown]	0xffffffff810b7180
handle_mm_fault	0.446000	40.1	18.1	0.0	20.7	0.0	1.3	34.9	0.0	31200936	36001080	0	0	0	0	1.000000	vmlinux	handle_mm_fault	[Unknown]	0xffffffff811792e0
page_counter_cancel	0.438000	93.0	97.2	0.0	0.0	4.2	0.0	23.6	0.0	0	2400072	800024	0	0	0	0.0	vmlinux	page_counter_cancel	[Unknown]	0xffffffff811a52f0
syscall	0.438000	38.9	2.8	0.0	0.0	1.4	4.3	14.2	0.0	125603768	105603168	0	0	0	0	1.000000	libc-dynamic.so	syscall	[Unknown]	0x16010
_int_malloc	0.436000	27.4	5.1	0.0	2.5	0.0	2.5	12.7	0.0	80002400	110403312	0	0	0	0	1.000000	libc-2.22.so	_int_malloc	[Unknown]	0x79220
queued_spin_lock_slowpath	0.433000	33.0	18.7	1.2	0.0	10.0	1.2	13.7	0.0	4800144	800024	0	0	0	0	1.000000	vmlinux	queued_spin_lock_slowpath	[Unknown]	0xffffffff81097b30
do_deallocate_all	0.426000	23.7	5.5	0.0	0.0	0.0	6.8	13.7	0.0	210406312	118403552	0	0	0	0	1.000000	libifcore.so.5	do_deallocate_all	[Unknown]	0x2a0b0
retint_user	0.419000	4.2	4.9	0.0	0.0	0.0	4.9	18.0	0.0	10400312	16000480	0	0	0	0	1.000000	vmlinux	retint_user	[Unknown]	0xffffffff8150679f
poll_active_fboxes	0.418000	0.0	0.0	0.0	0.0	0.0	2.6	25.9	0.0	0	20800624	0	0	0	0	1.000000	libmpich_intel.so.3.0.1	poll_active_fboxes	[Unknown]	0x20f900
fort_fab_copyfrommem	0.415000	49.5	9.9	0.0	8.5	0.0	8.5	7.1	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	fort_fab_copyfrommem	AMReX_BaseFab_nd.f90	0x6b5ba0
pthread_mutex_lock	0.409000	9.8	7.1	0.0	4.3	0.0	11.4	2.9	0.0	36001080	124803744	0	0	0	0	1.000000	libtpsstool.so	pthread_mutex_lock	[Unknown]	0xc0140
eos_re	0.408000	54.0	3.9	0.0	0.0	2.6	3.9	5.2	0.0	29600888	260807824	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	eos_re	eos.F90	0x916170
actual_eos_re	0.403000	51.2	19.4	0.0	0.0	0.0	1.5	10.5	0.0	2400072	192005760	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	actual_eos_re	gamma_law.F90	0x917e20
func@0x5a3c10	0.390000	14.3	1.4	0.0	1.4	0.0	7.2	11.5	0.0	96002880	345610368	0	0	0	0	1.000000	libtpsstool.so	func@0x5a3c10	[Unknown]	0x5a3c10
pthread_getspecific	0.330000	2.5	0.0	1.8	0.0	0.0	3.7	14.6	0.0	104803144	0	0	0	0	0	1.000000	libpthread-2.22.so	pthread_getspecific	[Unknown]	0xdee0
pc_estdt_temp_diffusion	0.326000		0.0	0.0	0.0	0.0	0.0	6.1	0.0	70402112	15200456	0	0	0	0	0.0	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	pc_estdt_temp_diffusion	timestep.F90	0x97d260
get_page_from_freelist	0.317000	37.5	10.2	0.0	10.2	0.0	1.7	30.5	0.0	40001200	40001200	0	0	0	0	1.000000	vmlinux	get_page_from_freelist	[Unknown]	0xffffffff81150fe0
get_sfs_stresses_xdir	0.313000	4.8	0.0	0.0	0.0	1.8	1.8	10.6	0.0	0	0	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	get_sfs_stresses_xdir	lesterm_3d.f90	0x72e2e2
[Outside any known module]	0.304000	16.5	4.1	0.0	0.0	4.1	12.2	10.2	0.0	6400192	50401512	0	0	0	0	0.0	[Unknown]	[Outside any known module]	[Unknown]	0x0
sal_get_context	0.300000	39.2	1.9	0.0	0.0	0.0	1.9	16.9	0.0	469614088	181605448	0	0	0	0	1.000000	libtpsstool.so	sal_get_context	[Unknown]	0x62da91
reset_edge_state_thermo	0.297000	42.9	6.0	0.0	0.0	6.0	2.0	23.8	0.0	36801104	8000240	0	0	0	0	1.000000	PeleC3d.intel.ivybridge.PROF.MPI.OMP.ex	reset_edge_state_thermo	trans_3d.F90	0x993bd0
__schedule	0.293000	44.3	29.1	0.0	0.0	2.1	8.3	29.1	0.0	91202736	64001920	0	0	0	0	1.000000	vmlinux	__schedule	[Unknown]	0xffffffff81501d00
pthread_mutex_unlock	0.293000	41.7	7.3	0.0	0.0	0.0	10.9	0.0	0.0	24000720	29600888	0	0	0	0	1.000000	libtpsstool.so	pthread_mutex_unlock	[Unknown]	0xc0240
